condition,variant,mode,kind,block,position,sequence,prove_s,verify_ms,assembly_ms,process_s,instructions,memory_cells,log_mem,xor,mul,committed_cells,proof_bytes,max_rss_bytes,peak_footprint_bytes,execution_s,witness_build_s,commitment_s,bus_s,constraints_s,opening_s,other_s,four_major_proving_stages_s,prove_after_execution_and_build_s,phase_execute_ms,phase_build_ms,phase_transcript_setup_ms,phase_commit_ms,phase_bus_ms,phase_constraints_ms,phase_claim_prep_ms,phase_reduction_ms,phase_pcs_open_ms,phase_finalize_ms,phase_internal_total_ms,phase_internal_residual_ms,phase_outer_prove_residual_ms,phase_outer_timer_resolution_ms,log,log_sha256
cse_dce/direct,cse_dce,direct,measured,5,1,31,6.522062,148.31,525.804,7.43063679199,7498510,7492965,23,5954835,1543542,182455228,834752,41615507456,41633888136,0.437877,0.634983166,1.812348625,1.921212,0.458110042,1.130363875,0.127167292,5.322034542,5.449201834,437.877,634.983166,0.004292,1812.348625,1921.212,458.110042,0.02175,2.113292,1130.363875,0.004792,6397.071917,0.033083,124.990083,0.001,owner_state/results/collect-20260911T074413358669Z/031-measured-05-cse_dce-direct.log,6e2c1ec8b3512ea1b744889c82726cb8c42f7c91590a3b355e4523b6106fda7a
cse_dce/ssz,cse_dce,ssz,measured,5,2,32,7.107732,299.058,1031.165,8.758515166,8482697,8476896,24,6592617,1889947,207621052,836384,44130500608,44451610664,0.749534667,0.758999083,1.756278625,2.027871417,0.433512125,1.239351958,0.142184125,5.457014125,5.59919825,749.534667,758.999083,0.004458,1756.278625,2027.871417,433.512125,0.020958,2.090083,1239.351958,0.00525,6967.690042,0.021418,140.041958,0.001,owner_state/results/collect-20260911T074413358669Z/032-measured-05-cse_dce-ssz.log,a17d9082f44c3eee4b46e590161e9e037d7e19c34e2a84f52108dbc35df38b51
baseline/rlp,baseline,rlp,measured,5,3,33,7.154152,350.987,1024.933,8.84911120799,8560191,8554175,24,6797891,1762167,207621052,834080,44161220608,45088047576,0.744030667,0.795575959,1.754304584,2.05472725,0.385049875,1.297889583,0.122574082,5.491971292,5.614545374,744.030667,795.575959,0.003958,1754.304584,2054.72725,385.049875,0.032042,2.3805,1297.889583,0.012375,7034.028459,0.021666,120.123541,0.001,owner_state/results/collect-20260911T074413358669Z/033-measured-05-baseline-rlp.log,7f6cf956261fd7d306d608cf546b2733c6d1a831b5fbeb90314665227987cbc6
baseline/ssz,baseline,ssz,measured,5,4,34,7.045779,294.075,1037.918,8.69640154099,8575525,8569724,24,6663941,1911451,207621052,834016,44229378048,44224692120,0.755868583,0.749709125,1.769202667,2.036372,0.438677792,1.161302959,0.134645874,5.405555418,5.540201292,755.868583,749.709125,0.004417,1769.202667,2036.372,438.677792,0.030209,2.343584,1161.302959,0.006042,6913.539834,0.022456,132.239166,0.001,owner_state/results/collect-20260911T074413358669Z/034-measured-05-baseline-ssz.log,6e1597b7df642727b07fc89878491b19ed9718784a8b771fe8af676b87aea3da
cse_dce/rlp,cse_dce,rlp,measured,5,5,35,7.321875,339.063,1037.575,9.027123416,8462089,8456073,24,6722637,1739319,207621052,835712,44352307200,44734054632,0.76830325,0.78266375,1.748947166,2.049346292,0.401701083,1.42818775,0.142725709,5.628182291,5.770908,768.30325,782.66375,0.004125,1748.947166,2049.346292,401.701083,0.018,1.989292,1428.18775,0.018333,7181.202125,0.023084,140.672875,0.001,owner_state/results/collect-20260911T074413358669Z/035-measured-05-cse_dce-rlp.log,879280a4a40e80f7fa6b73ff474cfe7da4ad0896aa2ec7a08fd552f312935280
baseline/direct,baseline,direct,measured,5,6,36,6.351812,147.279,529.474,7.26214875,7591107,7585562,23,6025928,1565046,182455228,831168,39613612032,39609643520,0.44276875,0.637006792,1.756730791,1.892516417,0.448662375,1.073175875,0.100951,5.171085458,5.272036458,442.76875,637.006792,0.004042,1756.730791,1892.516417,448.662375,0.021375,2.34575,1073.175875,0.003625,6253.25575,0.019958,98.55625,0.001,owner_state/results/collect-20260911T074413358669Z/036-measured-05-baseline-direct.log,2601c257d3a24ced19a51fe1489c99119fb36eda719451f2fb7c627406870e3d
baseline/direct,baseline,direct,measured,6,1,37,6.389258,148.117,519.975,7.285983125,7591107,7585562,23,6025928,1565046,182455228,831168,39390117888,39381512584,0.436134208,0.635497542,1.742600125,1.901526584,0.452859375,1.127792625,0.092847541,5.224778709,5.31762625,436.134208,635.497542,0.004166,1742.600125,1901.526584,452.859375,0.022875,2.094542,1127.792625,0.004,6298.5595,0.023458,90.6985,0.001,owner_state/results/collect-20260911T074413358669Z/037-measured-06-baseline-direct.log,6f9f27c0f5f1c5efb708ebdd73db178348a8712a20070456989b5b24867236df
cse_dce/rlp,cse_dce,rlp,measured,6,2,38,7.038501,293.335,1032.855,8.676258833,8462089,8456073,24,6722637,1739319,207621052,835712,43509628928,43499093312,0.770284375,0.768703834,1.734292791,2.052041458,0.432719958,1.147766625,0.132691959,5.366820832,5.499512791,770.284375,768.703834,0.004333,1734.292791,2052.041458,432.719958,0.015208,2.225375,1147.766625,0.003875,6908.08125,0.023418,130.41975,0.001,owner_state/results/collect-20260911T074413358669Z/038-measured-06-cse_dce-rlp.log,993632b0572767168b5d9e380990c0b48242966f9ab054f064ab24ab370ee3de
baseline/ssz,baseline,ssz,measured,6,3,39,7.046695,290.405,1030.566,8.689293708,8575525,8569724,24,6663941,1911451,207621052,834016,44101451776,44101418808,0.762168333,0.757646084,1.724174875,2.036324375,0.434371167,1.194915625,0.137094541,5.389786042,5.526880583,762.168333,757.646084,0.004167,1724.174875,2036.324375,434.371167,0.036167,2.324042,1194.915625,0.00525,6912.005583,0.035498,134.689417,0.001,owner_state/results/collect-20260911T074413358669Z/039-measured-06-baseline-ssz.log,35a944c5f74d3eff2388e6e0a1239bb45874d5edfde81b5c07cbed1a542c7763
baseline/rlp,baseline,rlp,measured,6,4,40,7.324606,364.0,1029.293,9.049683458,8560191,8554175,24,6797891,1762167,207621052,834080,44490080256,44893454472,0.778924458,0.76016775,1.735659292,2.019320083,0.383858375,1.49940675,0.147269292,5.6382445,5.785513792,778.924458,760.16775,0.004459,1735.659292,2019.320083,383.858375,0.019166,2.14025,1499.40675,0.015625,7179.542125,0.025917,145.063875,0.001,owner_state/results/collect-20260911T074413358669Z/040-measured-06-baseline-rlp.log,ed5eea95ffd6f8e54741192f8eab742ddd7dea63f837e1fbda6120b3844a245c
cse_dce/ssz,cse_dce,ssz,measured,6,5,41,7.17477,292.628,1041.521,8.828789625,8482697,8476896,24,6592617,1889947,207621052,836384,44464832512,44777963824,0.773136084,0.763202,1.729789375,2.037067416,0.438748667,1.277306916,0.155519542,5.482912374,5.638431916,773.136084,763.202,0.004208,1729.789375,2037.067416,438.748667,0.031375,2.021208,1277.306916,0.00525,7021.346042,0.033543,153.423958,0.001,owner_state/results/collect-20260911T074413358669Z/041-measured-06-cse_dce-ssz.log,3ef86a6c4391946507d238c4e900d82ed75d82d628ffcac56c1812776a98261d
cse_dce/direct,cse_dce,direct,measured,6,6,42,6.315154,147.873,527.649,7.228374917,7498510,7492965,23,5954835,1543542,182455228,834752,40518287360,40518497440,0.430632833,0.633759875,1.736826416,1.903731375,0.438023416,1.070391083,0.101789002,5.14897229,5.250761292,430.632833,633.759875,0.004917,1736.826416,1903.731375,438.023416,0.02,2.124333,1070.391083,0.004625,6215.543333,0.02446,99.610667,0.001,owner_state/results/collect-20260911T074413358669Z/042-measured-06-cse_dce-direct.log,12a55132d590dced37824d875b477c2b58f264109be975045a78da5fcbd48088
cse_dce/rlp,cse_dce,rlp,measured,7,1,43,7.29811,329.106,1035.36,8.985857084,8462089,8456073,24,6722637,1739319,207621052,835712,44227985408,45177651912,0.774249375,0.777281833,1.754559209,2.033005959,0.425306209,1.379777375,0.15393004,5.592648752,5.746578792,774.249375,777.281833,0.004667,1754.559209,2033.005959,425.306209,0.023458,2.32075,1379.777375,0.005209,7146.559334,0.02529,151.550666,0.001,owner_state/results/collect-20260911T074413358669Z/043-measured-07-cse_dce-rlp.log,311288c27fcc1e07e2c7bd058058af62d4d05c8f21467f22f919130dea1796ae
