condition,variant,mode,kind,block,position,sequence,prove_s,verify_ms,assembly_ms,process_s,instructions,memory_cells,log_mem,xor,mul,committed_cells,proof_bytes,max_rss_bytes,peak_footprint_bytes,execution_s,witness_build_s,commitment_s,bus_s,constraints_s,opening_s,other_s,four_major_proving_stages_s,prove_after_execution_and_build_s,phase_execute_ms,phase_build_ms,phase_transcript_setup_ms,phase_commit_ms,phase_bus_ms,phase_constraints_ms,phase_claim_prep_ms,phase_reduction_ms,phase_pcs_open_ms,phase_finalize_ms,phase_internal_total_ms,phase_internal_residual_ms,phase_outer_prove_residual_ms,phase_outer_timer_resolution_ms,log,log_sha256
cse_dce/direct,cse_dce,direct,measured,44,3,135,6.416933,150.303,521.232,7.286228583,7498510,7492965,23,5954835,1543542,182455228,834752,41411248128,41429530360,0.440634083,0.583441333,1.77927275,1.9716735,0.428919042,1.101643584,0.111348708,5.281508876,5.392857584,440.634083,583.441333,0.004333,1779.27275,1971.6735,428.919042,0.016083,2.186666,1101.643584,0.004875,6307.82225,0.026001,109.11075,0.001,owner_state/results/collect-20260915T094023087152Z/135-measured-44-cse_dce-direct.log,a4aaacb3a8ac8bf448669f24ffdb66c6a42732961240cc636f5ccc883075877b
cse_dce/direct,cse_dce,direct,measured,45,1,136,6.385217,153.892,519.553,7.260971708,7498510,7492965,23,5954835,1543542,182455228,834752,41415720960,41433953968,0.4348165,0.577929084,1.782055375,1.937099666,0.433835875,1.1074995,0.111981,5.260490416,5.372471416,434.8165,577.929084,0.004375,1782.055375,1937.099666,433.835875,0.020875,2.459417,1107.4995,0.004,6275.745833,0.021166,109.471167,0.001,owner_state/results/collect-20260915T094023087152Z/136-measured-45-cse_dce-direct.log,b03a043970ca121651704ffa79ce01f2bfb55da3434d7e9477b7a720066b5def
cse_dce/rlp,cse_dce,rlp,measured,45,2,137,6.989564,300.264,1029.891,8.62099975,8462089,8456073,24,6722637,1739319,207621052,835712,44142182400,44161760816,0.782290291,0.713759833,1.778867292,2.071904875,0.430465125,1.109628917,0.102647667,5.390866209,5.493513876,782.290291,713.759833,0.004375,1778.867292,2071.904875,430.465125,0.017292,2.331458,1109.628917,0.0095,6889.301375,0.022417,100.262625,0.001,owner_state/results/collect-20260915T094023087152Z/137-measured-45-cse_dce-rlp.log,2da8f7e088d8e80bfaf6485695b244cfb633c3b11390bf2832d73af216cfe158
cse_dce/ssz,cse_dce,ssz,measured,45,3,138,7.035118,302.287,1028.892,8.66563025,8482697,8476896,24,6592617,1889947,207621052,836384,44088786944,44108513008,0.805682958,0.703492,1.793468541,2.083490917,0.419337083,1.125405792,0.104240709,5.421702333,5.525943042,805.682958,703.492,0.004375,1793.468541,2083.490917,419.337083,0.021709,2.44175,1125.405792,0.006042,6933.380667,0.0295,101.737333,0.001,owner_state/results/collect-20260915T094023087152Z/138-measured-45-cse_dce-ssz.log,5083cbdc2d94d661a3f78d75877760fc26cf7b5695435c5eadc0863dadf107b8
cse_dce/rlp,cse_dce,rlp,measured,46,1,139,6.975089,298.83,1038.456,8.605410792,8462089,8456073,24,6722637,1739319,207621052,835712,44142149632,44161744456,0.795020125,0.699706458,1.795999875,2.084626792,0.423848708,1.071655459,0.104231583,5.376130834,5.480362417,795.020125,699.706458,0.004333,1795.999875,2084.626792,423.848708,0.016667,2.125583,1071.655459,0.005542,6873.032625,0.023083,102.056375,0.001,owner_state/results/collect-20260915T094023087152Z/139-measured-46-cse_dce-rlp.log,5d4ed2a2f39ddd058b252db31832fdbdac3aaa5ef424476964525fcd5a3bf5a0
cse_dce/direct,cse_dce,direct,measured,46,2,140,6.393895,152.218,521.912,7.266285125,7498510,7492965,23,5954835,1543542,182455228,834752,41414967296,41433216712,0.4422985,0.583220709,1.783292708,1.941322917,0.431532666,1.099994625,0.112232875,5.256142916,5.368375791,442.2985,583.220709,0.004375,1783.292708,1941.322917,431.532666,0.024292,2.156,1099.994625,0.0045,6283.873709,0.022417,110.021291,0.001,owner_state/results/collect-20260915T094023087152Z/140-measured-46-cse_dce-direct.log,31dfa95fddabf133a476f41991ee5bc8de49a0114a1a5be2a6b3f206e21edffa
cse_dce/ssz,cse_dce,ssz,measured,46,3,141,7.041559,298.914,1027.391,8.662140084,8482697,8476896,24,6592617,1889947,207621052,836384,44083937280,44103663344,0.799759709,0.727318333,1.780385,2.101922917,0.416606584,1.111587875,0.103978582,5.410502376,5.514480958,799.759709,727.318333,0.004375,1780.385,2101.922917,416.606584,0.019,2.156375,1111.587875,0.004792,6939.787041,0.022081,101.771959,0.001,owner_state/results/collect-20260915T094023087152Z/141-measured-46-cse_dce-ssz.log,32e3edf65153594118a7c9b28b98c8787b2cdd675e9d646f91d4be8b23c5b221
cse_dce/rlp,cse_dce,rlp,measured,47,1,142,7.085558,304.094,1032.351,8.727999083,8462089,8456073,24,6722637,1739319,207621052,835712,44139921408,44159499824,0.800011459,0.713902208,1.819919417,2.07235525,0.423124584,1.149887833,0.106357249,5.465287084,5.571644333,800.011459,713.902208,0.005,1819.919417,2072.35525,423.124584,0.014875,1.983833,1149.887833,0.004209,6981.234541,0.025873,104.323459,0.001,owner_state/results/collect-20260915T094023087152Z/142-measured-47-cse_dce-rlp.log,a16bc69d870d955acc32637149634018f6bd58ea1a171fc974d991e374b42245
cse_dce/ssz,cse_dce,ssz,measured,47,2,143,7.084464,300.844,1027.051,8.712394959,8482697,8476896,24,6592617,1889947,207621052,836384,44084412416,44104122072,0.802371209,0.712348375,1.793709791,2.093570208,0.429188416,1.147225625,0.106050376,5.46369404,5.569744416,802.371209,712.348375,0.004458,1793.709791,2093.570208,429.188416,0.017709,2.229917,1147.225625,0.007125,6980.69625,0.023417,103.76775,0.001,owner_state/results/collect-20260915T094023087152Z/143-measured-47-cse_dce-ssz.log,0fb9ed4a27c0b6db201409859b4d5faef915efa0b1c64f6e2f1d3c8f3aa8a2fe
cse_dce/direct,cse_dce,direct,measured,47,3,144,6.348632,158.806,519.672,7.229130708,7498510,7492965,23,5954835,1543542,182455228,834752,41402466304,41420814168,0.418875166,0.581228042,1.813583667,1.944447709,0.405959666,1.08403,0.10050775,5.248021042,5.348528792,418.875166,581.228042,0.0045,1813.583667,1944.447709,405.959666,0.021083,2.085333,1084.03,0.0045,6250.263833,0.024167,98.368167,0.001,owner_state/results/collect-20260915T094023087152Z/144-measured-47-cse_dce-direct.log,812dec46258220c13012124776b45d4030c608d90a936cac058e5b3ea9505b77
cse_dce/direct,cse_dce,direct,measured,48,1,145,6.419755,150.637,521.565,7.292238209,7498510,7492965,23,5954835,1543542,182455228,834752,41423618048,41441916688,0.435526042,0.578375833,1.812692125,1.947662792,0.423264875,1.11168575,0.110547583,5.295305542,5.405853125,435.526042,578.375833,0.004208,1812.692125,1947.662792,423.264875,0.0145,2.274209,1111.68575,0.007792,6311.531,0.022874,108.224,0.001,owner_state/results/collect-20260915T094023087152Z/145-measured-48-cse_dce-direct.log,834abac7b1eced479036b02c5479a590326fb7ee906f07f99fef9f12eb1e5217
cse_dce/ssz,cse_dce,ssz,measured,48,2,146,6.996657,301.149,1030.261,8.627548333,8482697,8476896,24,6592617,1889947,207621052,836384,44280741888,44300582808,0.7728105,0.690233208,1.811158792,2.076247292,0.413280583,1.130321708,0.102604917,5.431008375,5.533613292,772.8105,690.233208,0.004458,1811.158792,2076.247292,413.280583,0.019334,2.266125,1130.321708,0.003667,6896.364917,0.01925,100.292083,0.001,owner_state/results/collect-20260915T094023087152Z/146-measured-48-cse_dce-ssz.log,190bb9da2a0b56f4ee6de214ea2bbd0af0a843056db78d109a3850245dff0631
cse_dce/rlp,cse_dce,rlp,measured,48,3,147,6.990068,298.701,1023.758,8.619707125,8462089,8456073,24,6722637,1739319,207621052,835712,44212453376,44232163080,0.783851,0.70122725,1.781179833,2.077916958,0.421767375,1.121967375,0.102158209,5.402831541,5.50498975,783.851,701.22725,0.00425,1781.179833,2077.916958,421.767375,0.019709,2.127291,1121.967375,0.005334,6890.08775,0.021375,99.98025,0.001,owner_state/results/collect-20260915T094023087152Z/147-measured-48-cse_dce-rlp.log,042b08f8782387a2fd910f53634c4ad48cd58e2c053f891796f48111bf9ba1c9
cse_dce/rlp,cse_dce,rlp,measured,49,1,148,7.097725,299.722,1045.274,8.740063042,8462089,8456073,24,6722637,1739319,207621052,835712,44140478464,44160155328,0.780905375,0.697721125,1.888654042,2.107103792,0.412017709,1.106637291,0.104685666,5.514412834,5.6190985,780.905375,697.721125,0.004792,1888.654042,2107.103792,412.017709,0.015792,2.257,1106.637291,0.007125,6995.35325,0.029207,102.37175,0.001,owner_state/results/collect-20260915T094023087152Z/148-measured-49-cse_dce-rlp.log,af4627f5e6020ecbc7ac6b50a06c44e013fd861cd7f8d13013c545f1085f686a
cse_dce/direct,cse_dce,direct,measured,49,2,149,6.356073,152.47,520.402,7.228589125,7498510,7492965,23,5954835,1543542,182455228,834752,41410166784,41428449016,0.432848542,0.576447125,1.77937925,1.92363625,0.426617584,1.105662375,0.111481874,5.235295459,5.346777333,432.848542,576.447125,0.005,1779.37925,1923.63625,426.617584,0.014667,2.315666,1105.662375,0.004,6246.9535,0.023041,109.1195,0.001,owner_state/results/collect-20260915T094023087152Z/149-measured-49-cse_dce-direct.log,c1b0f32d97bee5c89bd9d0e7e52df619642c7b943d580b0a8d3d3d17b100e14f
cse_dce/ssz,cse_dce,ssz,measured,49,3,150,6.937885,298.461,1035.3,8.561303958,8482697,8476896,24,6592617,1889947,207621052,836384,44081872896,44101615368,0.792697041,0.698153625,1.785955125,2.070207416,0.419716625,1.068340166,0.102815002,5.344219332,5.447034334,792.697041,698.153625,0.004709,1785.955125,2070.207416,419.716625,0.020042,2.438916,1068.340166,0.005833,6837.566458,0.02696,100.318542,0.001,owner_state/results/collect-20260915T094023087152Z/150-measured-49-cse_dce-ssz.log,1abc52f144d76f61f1e2e14cfa592a02fbe6b0d34f4826bd35ad697310e65286
cse_dce/ssz,cse_dce,ssz,measured,50,1,151,7.038675,303.311,1012.522,8.65119375,8482697,8476896,24,6592617,1889947,207621052,836384,44083986432,44103728904,0.785363292,0.712166459,1.805574875,2.094831916,0.417761667,1.116799875,0.106176916,5.434968333,5.541145249,785.363292,712.166459,0.004709,1805.574875,2094.831916,417.761667,0.019584,2.267917,1116.799875,0.005459,6934.818958,0.023205,103.856042,0.001,owner_state/results/collect-20260915T094023087152Z/151-measured-50-cse_dce-ssz.log,a80b72bc0444a46a87e25261dafa929278d6a605f451682c2b3c2978e2838fce
cse_dce/rlp,cse_dce,rlp,measured,50,2,152,7.027239,299.519,1031.299,8.65930375,8462089,8456073,24,6722637,1739319,207621052,835712,44137758720,44157468400,0.7831095,0.702844583,1.810058375,2.066400792,0.442661625,1.117891166,0.104272959,5.437011958,5.541284917,783.1095,702.844583,0.0045,1810.058375,2066.400792,442.661625,0.017042,2.221667,1117.891166,0.005208,6925.23925,0.024792,101.99975,0.001,owner_state/results/collect-20260915T094023087152Z/152-measured-50-cse_dce-rlp.log,364c7661432aeb3f4b300e5879d8b2920bb80fe54b2a717cd88df28237995039
cse_dce/direct,cse_dce,direct,measured,50,3,153,6.472492,150.281,510.975,7.335809583,7498510,7492965,23,5954835,1543542,182455228,834752,41414688768,41432954592,0.430400542,0.580517125,1.811367042,1.963253875,0.42340825,1.150749125,0.112796041,5.348778292,5.461574333,430.400542,580.517125,0.004708,1811.367042,1963.253875,423.40825,0.019792,2.153208,1150.749125,0.0045,6361.902375,0.024208,110.589625,0.001,owner_state/results/collect-20260915T094023087152Z/153-measured-50-cse_dce-direct.log,fbbb69be729bcadab6b91c3bd0e0ab87ba98fd2c2791fd4d1cae41ad999e2804
cse_dce/ssz,cse_dce,ssz,measured,51,1,154,7.018477,299.908,1024.104,8.649487167,8482697,8476896,24,6592617,1889947,207621052,836384,44085673984,44105416456,0.787488625,0.704666875,1.792074292,2.086513084,0.431396833,1.112628792,0.103708499,5.422613001,5.5263215,787.488625,704.666875,0.004417,1792.074292,2086.513084,431.396833,0.022583,2.134417,1112.628792,0.00675,6916.964083,0.027415,101.512917,0.001,owner_state/results/collect-20260915T094023087152Z/154-measured-51-cse_dce-ssz.log,f1889a1bf529093a15c40e1ed411da6a62bebf9518347cb7139488df938a5cfa
cse_dce/direct,cse_dce,direct,measured,51,2,155,6.401065,152.581,521.13,7.279286833,7498510,7492965,23,5954835,1543542,182455228,834752,41416605696,41434887928,0.430768709,0.579825458,1.80396025,1.924997625,0.43168975,1.118208667,0.111614541,5.278856292,5.390470833,430.768709,579.825458,0.005167,1803.96025,1924.997625,431.68975,0.023208,2.081708,1118.208667,0.004291,6291.596083,0.03125,109.468917,0.001,owner_state/results/collect-20260915T094023087152Z/155-measured-51-cse_dce-direct.log,91599c8263eb41ede186c25ad6507852fff2ada9bd6abca99c77814a296cd736
cse_dce/rlp,cse_dce,rlp,measured,51,3,156,7.032505,299.464,1033.279,8.659276792,8462089,8456073,24,6722637,1739319,207621052,835712,44139511808,44159237896,0.784504416,0.724031833,1.808533167,2.074568167,0.424118833,1.113535209,0.103213375,5.420755376,5.523968751,784.504416,724.031833,0.005042,1808.533167,2074.568167,424.118833,0.017541,2.276667,1113.535209,0.004417,6931.620625,0.025333,100.884375,0.001,owner_state/results/collect-20260915T094023087152Z/156-measured-51-cse_dce-rlp.log,c497f8f2899bad562b454b27474007800cef85ea5df0c59d0fc4c32fd47f17fd
cse_dce/rlp,cse_dce,rlp,measured,52,1,157,7.060736,299.144,1026.303,8.679974375,8462089,8456073,24,6722637,1739319,207621052,835712,44144459776,44164185864,0.790896541,0.728869542,1.80203375,2.100788791,0.421712917,1.112773666,0.103660793,5.437309124,5.540969917,790.896541,728.869542,0.004375,1802.03375,2100.788791,421.712917,0.015875,2.445291,1112.773666,0.00475,6959.569542,0.024044,101.166458,0.001,owner_state/results/collect-20260915T094023087152Z/157-measured-52-cse_dce-rlp.log,49d0874d630fbdf62558ecc99f8a78376ae4c795c299d316b88e87d0c620e34a
cse_dce/ssz,cse_dce,ssz,measured,52,2,158,7.13708,301.485,1031.349,8.782173209,8482697,8476896,24,6592617,1889947,207621052,836384,44081872896,44101598960,0.802526625,0.704524584,1.868278625,2.097462208,0.435161458,1.12501475,0.10411175,5.525917041,5.630028791,802.526625,704.524584,0.004875,1868.278625,2097.462208,435.161458,0.019709,2.155292,1125.01475,0.006667,7035.174125,0.019332,101.905875,0.001,owner_state/results/collect-20260915T094023087152Z/158-measured-52-cse_dce-ssz.log,20aca5ef2aae7481c745ce239687f5279e7a642b1dc62a53e8c6d8fbc9bb9ff2
cse_dce/direct,cse_dce,direct,measured,52,3,159,6.369533,151.812,522.911,7.245783417,7498510,7492965,23,5954835,1543542,182455228,834752,41413132288,41431414520,0.433755458,0.579804708,1.783204916,1.931513916,0.429765875,1.100439708,0.111048419,5.244924415,5.355972834,433.755458,579.804708,0.004583,1783.204916,1931.513916,429.765875,0.018291,2.016417,1100.439708,0.004875,6260.550167,0.02142,108.982833,0.001,owner_state/results/collect-20260915T094023087152Z/159-measured-52-cse_dce-direct.log,8ef1ae903d1e7ff5a213cba88dca0ddc53f2e127fc9dd67f0cd67e12d1ef9101
cse_dce/direct,cse_dce,direct,measured,53,1,160,6.404902,158.428,522.702,7.285200291,7498510,7492965,23,5954835,1543542,182455228,834752,41294217216,41312417408,0.431392459,0.590529083,1.792193042,1.935790167,0.431113917,1.111378125,0.112505207,5.270475251,5.382980458,431.392459,590.529083,0.004083,1792.193042,1935.790167,431.113917,0.015792,2.154458,1111.378125,0.004459,6294.595041,0.019456,110.306959,0.001,owner_state/results/collect-20260915T094023087152Z/160-measured-53-cse_dce-direct.log,f6d507bd185d5a26627eb3ce9b4ea69d9498e60e3288cc2e3c5d11b4ba601950
cse_dce/ssz,cse_dce,ssz,measured,53,2,161,7.044035,301.747,1043.757,8.691354,8482697,8476896,24,6592617,1889947,207621052,836384,44082593792,44102352672,0.797706708,0.707460708,1.813136334,2.080686458,0.423756958,1.116869541,0.104418293,5.434449291,5.538867584,797.706708,707.460708,0.004667,1813.136334,2080.686458,423.756958,0.021042,2.157292,1116.869541,0.006209,6941.82625,0.020333,102.20875,0.001,owner_state/results/collect-20260915T094023087152Z/161-measured-53-cse_dce-ssz.log,1e00d6119b497956d53afef417dddc828b1170ebae223ab3e243ce9713e62633
cse_dce/rlp,cse_dce,rlp,measured,53,3,162,7.040048,298.231,1031.08,8.674122625,8462089,8456073,24,6722637,1739319,207621052,835712,44141805568,44161498840,0.787917042,0.704371458,1.785246375,2.06830425,0.429877792,1.157641416,0.106689667,5.441069833,5.5477595,787.917042,704.371458,0.00475,1785.246375,2068.30425,429.877792,0.020084,2.320292,1157.641416,0.004333,6935.735708,0.027916,104.312292,0.001,owner_state/results/collect-20260915T094023087152Z/162-measured-53-cse_dce-rlp.log,3ceb11b5da6d1402d8ddabe06c95a17d16c6420fccd868d128cb5e8afb51be0a
cse_dce/direct,cse_dce,direct,measured,54,1,163,6.374954,151.583,514.574,7.24169975,7498510,7492965,23,5954835,1543542,182455228,834752,41414983680,41433265912,0.429555667,0.583489791,1.831585916,1.932604791,0.407446791,1.086934625,0.103336419,5.258572123,5.361908542,429.555667,583.489791,0.004708,1831.585916,1932.604791,407.446791,0.019334,2.246375,1086.934625,0.00425,6273.914458,0.02221,101.039542,0.001,owner_state/results/collect-20260915T094023087152Z/163-measured-54-cse_dce-direct.log,da614ec01dd146c859d57c1c88af1620e0f1a6d998d8def43e26bc1fa08fddf4
cse_dce/rlp,cse_dce,rlp,measured,54,2,164,7.03588,299.423,1013.96,8.651224667,8462089,8456073,24,6722637,1739319,207621052,835712,44139397120,44159073984,0.778182875,0.707176917,1.800746833,2.086677125,0.428876333,1.128810208,0.105409709,5.445110499,5.550520208,778.182875,707.176917,0.004625,1800.746833,2086.677125,428.876333,0.017125,2.254125,1128.810208,0.004458,6932.773208,0.022584,103.106792,0.001,owner_state/results/collect-20260915T094023087152Z/164-measured-54-cse_dce-rlp.log,b5495eb461ed9848f60943fa1f1c1f0e973566413b7c97bf1b944f137430b03d
cse_dce/ssz,cse_dce,ssz,measured,54,3,165,6.970251,299.05,1019.548,8.590788792,8482697,8476896,24,6592617,1889947,207621052,836384,44078956544,44098649792,0.769465334,0.708662416,1.786288166,2.064275041,0.424318334,1.112356125,0.104885584,5.387237666,5.49212325,769.465334,708.662416,0.004667,1786.288166,2064.275041,424.318334,0.019625,2.54375,1112.356125,0.00675,6867.961667,0.021459,102.289333,0.001,owner_state/results/collect-20260915T094023087152Z/165-measured-54-cse_dce-ssz.log,1558fc3d86c64f62ef37ae5dd45d65732c88dde7671f7b1178a39fbf12c46ae8
cse_dce/rlp,cse_dce,rlp,measured,55,1,166,6.994618,307.784,1023.654,8.633859875,8462089,8456073,24,6722637,1739319,207621052,835712,44142444544,44162088592,0.783904209,0.702370292,1.796558,2.069793792,0.412219667,1.123840333,0.105931707,5.402411792,5.508343499,783.904209,702.370292,0.004167,1796.558,2069.793792,412.219667,0.021416,2.540417,1123.840333,0.004125,6891.284833,0.028415,103.333167,0.001,owner_state/results/collect-20260915T094023087152Z/166-measured-55-cse_dce-rlp.log,57cae590495f7c3593b11789c250d597c08991f0e3c419cc8bb13248e8a71afb
cse_dce/direct,cse_dce,direct,measured,55,2,167,6.399902,151.086,509.385,7.262980875,7498510,7492965,23,5954835,1543542,182455228,834752,41612836864,41631201136,0.427667041,0.60512875,1.788581375,1.930275125,0.42673225,1.108683333,0.112834126,5.254272083,5.367106209,427.667041,605.12875,0.004125,1788.581375,1930.275125,426.73225,0.014459,2.13975,1108.683333,0.00475,6289.252625,0.021667,110.649375,0.001,owner_state/results/collect-20260915T094023087152Z/167-measured-55-cse_dce-direct.log,fcb200f0b6b39a8f766396230f2a0736c3203a980eea50b76f9bba489faa2921
cse_dce/ssz,cse_dce,ssz,measured,55,3,168,7.08396,297.97,1029.658,8.713589667,8482697,8476896,24,6592617,1889947,207621052,836384,44081905664,44101615320,0.7876575,0.701477958,1.859071584,2.093089667,0.429253583,1.1070575,0.106352208,5.488472334,5.594824542,787.6575,701.477958,0.004709,1859.071584,2093.089667,429.253583,0.0205,2.227542,1107.0575,0.0065,6979.884125,0.017082,104.075875,0.001,owner_state/results/collect-20260915T094023087152Z/168-measured-55-cse_dce-ssz.log,88220c2dd1de241dd39800354aa9c09c283a30617ec2dff766491b0360176e0c
cse_dce/direct,cse_dce,direct,measured,56,1,169,6.374652,149.742,511.309,7.2359595,7498510,7492965,23,5954835,1543542,182455228,834752,41412542464,41430808288,0.42279525,0.582127417,1.798183416,1.952307125,0.42991775,1.076708125,0.112612917,5.257116416,5.369729333,422.79525,582.127417,0.003833,1798.183416,1952.307125,429.91775,0.018875,2.238542,1076.708125,0.004666,6264.329583,0.024584,110.322417,0.001,owner_state/results/collect-20260915T094023087152Z/169-measured-56-cse_dce-direct.log,1ef10d425d0957e569b2b9f66edf16cbe52038905f327141fbd42de5bf1a3894
cse_dce/rlp,cse_dce,rlp,measured,56,2,170,7.042672,297.624,1009.611,8.653817542,8462089,8456073,24,6722637,1739319,207621052,835712,44139872256,44159450672,0.784855625,0.71724,1.79813425,2.100002125,0.433221792,1.105787125,0.103431083,5.437145292,5.540576375,784.855625,717.24,0.005042,1798.13425,2100.002125,433.221792,0.015583,2.343917,1105.787125,0.00475,6941.640042,0.029833,101.031958,0.001,owner_state/results/collect-20260915T094023087152Z/170-measured-56-cse_dce-rlp.log,fb66fd4d7218d3f3988e1a9bdf96beb8002c894c496430643fc704bdc8a3686a
cse_dce/ssz,cse_dce,ssz,measured,56,3,171,7.037894,301.313,1031.335,8.669791917,8482697,8476896,24,6592617,1889947,207621052,836384,44084822016,44104515264,0.792400708,0.708423209,1.791437291,2.092756791,0.422996708,1.125545625,0.104333668,5.432736415,5.537070083,792.400708,708.423209,0.004542,1791.437291,2092.756791,422.996708,0.02575,2.176709,1125.545625,0.006917,6935.79725,0.023,102.09675,0.001,owner_state/results/collect-20260915T094023087152Z/171-measured-56-cse_dce-ssz.log,9db8781c9d1b63dc3c9976c96ba1f3dd2c93e1a5ce62eca546665f4577d4fe2a
cse_dce/ssz,cse_dce,ssz,measured,57,1,172,7.009418,297.61,1028.25,8.633547416,8482697,8476896,24,6592617,1889947,207621052,836384,44083249152,44102991624,0.796082292,0.706860334,1.796823958,2.077260916,0.419898583,1.109999708,0.102492209,5.403983165,5.506475374,796.082292,706.860334,0.003917,1796.823958,2077.260916,419.898583,0.016125,2.273541,1109.999708,0.006583,6909.250417,0.02446,100.167583,0.001,owner_state/results/collect-20260915T094023087152Z/172-measured-57-cse_dce-ssz.log,12a859ccf26983c531777d01618461e11d2cf43caf80f7ae1bed11ad3a5d4626
cse_dce/direct,cse_dce,direct,measured,57,2,173,6.462364,155.949,518.106,7.338161209,7498510,7492965,23,5954835,1543542,182455228,834752,41415327744,41433642792,0.430444417,0.582752792,1.828069209,1.955890834,0.422823333,1.129260458,0.113122957,5.336043834,5.449166791,430.444417,582.752792,0.004,1828.069209,1955.890834,422.823333,0.019875,2.445417,1129.260458,0.004333,6351.736458,0.02179,110.627542,0.001,owner_state/results/collect-20260915T094023087152Z/173-measured-57-cse_dce-direct.log,70ce8d4e61e80ee1e571860ea2a8e6923d25dbb3a95ba019393474cd9016a745
cse_dce/rlp,cse_dce,rlp,measured,57,3,174,7.058267,298.859,1028.84,8.6868195,8462089,8456073,24,6722637,1739319,207621052,835712,44138053632,44157730496,0.789539958,0.701501167,1.824499875,2.085893458,0.414929708,1.136415333,0.105487501,5.461738374,5.567225875,789.539958,701.501167,0.004209,1824.499875,2085.893458,414.929708,0.015041,2.242958,1136.415333,0.005208,6955.069958,0.023043,103.197042,0.001,owner_state/results/collect-20260915T094023087152Z/174-measured-57-cse_dce-rlp.log,a486c87afcc5cf24aaece678404d41fc47b12c2b008de48419d83b2aac97002e
cse_dce/ssz,cse_dce,ssz,measured,58,1,175,7.085651,301.882,1035.903,8.725694958,8482697,8476896,24,6592617,1889947,207621052,836384,44086706176,44106415832,0.795665375,0.698687833,1.848061291,2.093206584,0.418777042,1.126860958,0.104391917,5.486905875,5.591297792,795.665375,698.687833,0.00425,1848.061291,2093.206584,418.777042,0.021,2.361792,1126.860958,0.00625,6983.67625,0.023875,101.97475,0.001,owner_state/results/collect-20260915T094023087152Z/175-measured-58-cse_dce-ssz.log,30460ad5b85b8ef0097f2dc6dfed9f7c1773b49007db945d358a5c7cb4b55d00
cse_dce/rlp,cse_dce,rlp,measured,58,2,176,6.974407,297.255,1040.113,8.606224167,8462089,8456073,24,6722637,1739319,207621052,835712,44104515584,44124094000,0.785055458,0.70139275,1.781503542,2.069084333,0.422694708,1.111481708,0.103194501,5.384764291,5.487958792,785.055458,701.39275,0.004416,1781.503542,2069.084333,422.694708,0.0185,2.173666,1111.481708,0.004625,6873.437833,0.024127,100.969167,0.001,owner_state/results/collect-20260915T094023087152Z/176-measured-58-cse_dce-rlp.log,ccc0809b634f460fc136539981eaf5ef917c5e7a08fc023232cd41ac6ac8a19b
cse_dce/direct,cse_dce,direct,measured,58,3,177,6.417681,152.606,519.412,7.295810875,7498510,7492965,23,5954835,1543542,182455228,834752,41412001792,41430234800,0.432119916,0.581150916,1.801364834,1.940346917,0.431977333,1.120209333,0.110511751,5.293898417,5.404410168,432.119916,581.150916,0.004667,1801.364834,1940.346917,431.977333,0.0165,2.357292,1120.209333,0.004208,6309.584709,0.032793,108.096291,0.001,owner_state/results/collect-20260915T094023087152Z/177-measured-58-cse_dce-direct.log,0d60074e419d0733ae45bd923a1e435f9546a9091d1ff8b484ab71bcc4441727
cse_dce/direct,cse_dce,direct,measured,59,1,178,6.417654,158.424,518.978,7.2978935,7498510,7492965,23,5954835,1543542,182455228,834752,41455009792,41473275616,0.431466667,0.587632333,1.807256666,1.939546667,0.428344125,1.113231333,0.110176209,5.288378791,5.398555,431.466667,587.632333,0.005083,1807.256666,1939.546667,428.344125,0.01675,2.231666,1113.231333,0.004959,6309.757458,0.021209,107.896542,0.001,owner_state/results/collect-20260915T094023087152Z/178-measured-59-cse_dce-direct.log,7fbf93bb337fb4ed1495128dd439911666bb3ea994e69741a0b31b94292c42f2
cse_dce/ssz,cse_dce,ssz,measured,59,2,179,7.026337,305.476,1029.063,8.665326291,8482697,8476896,24,6592617,1889947,207621052,836384,44084871168,44104580824,0.799239,0.706034583,1.789952333,2.077727459,0.432343458,1.116794833,0.104245334,5.416818083,5.521063417,799.239,706.034583,0.00675,1789.952333,2077.727459,432.343458,0.017792,2.199708,1116.794833,0.005708,6924.345167,0.023543,101.991833,0.001,owner_state/results/collect-20260915T094023087152Z/179-measured-59-cse_dce-ssz.log,e3f81493385112ef75c8796f99988df1bfc700789a9373d13be4372a66b1f673
cse_dce/rlp,cse_dce,rlp,measured,59,3,180,7.047912,301.666,1030.372,8.6827735,8462089,8456073,24,6722637,1739319,207621052,835712,44140118016,44159811288,0.793663791,0.70118125,1.788492458,2.086818083,0.457081959,1.119019708,0.101654751,5.451412208,5.553066959,793.663791,701.18125,0.004875,1788.492458,2086.818083,457.081959,0.018292,2.201416,1119.019708,0.004875,6948.509834,0.023127,99.402166,0.001,owner_state/results/collect-20260915T094023087152Z/180-measured-59-cse_dce-rlp.log,1e95fce4602a7ad29cd7b70c68c3d7ce5254e2743e490d4b3e0df804168f25e9
