condition,variant,mode,kind,block,position,sequence,prove_s,verify_ms,assembly_ms,process_s,instructions,memory_cells,log_mem,xor,mul,committed_cells,proof_bytes,max_rss_bytes,peak_footprint_bytes,execution_s,witness_build_s,commitment_s,bus_s,constraints_s,opening_s,other_s,four_major_proving_stages_s,prove_after_execution_and_build_s,phase_execute_ms,phase_build_ms,phase_transcript_setup_ms,phase_commit_ms,phase_bus_ms,phase_constraints_ms,phase_claim_prep_ms,phase_reduction_ms,phase_pcs_open_ms,phase_finalize_ms,phase_internal_total_ms,phase_internal_residual_ms,phase_outer_prove_residual_ms,phase_outer_timer_resolution_ms,log,log_sha256
cse_dce/ssz,cse_dce,ssz,measured,29,2,89,6.860736,307.058,1008.828,8.48561275,8482697,8476896,24,6592617,1889947,207621052,836384,44083363840,44103057088,0.729636125,0.688953958,1.733535208,2.082732,0.402413166,1.112518791,0.110946752,5.331199165,5.442145917,729.636125,688.953958,0.00425,1733.535208,2082.732,402.413166,0.017792,2.202417,1112.518791,0.005917,6752.044625,0.025001,108.691375,0.001,owner_state/results/collect-20260915T094023087152Z/089-measured-29-cse_dce-ssz.log,4405eaa59226d30421294e2e3e647eb1930827520fc90da3c1c84451f1eb4aa6
cse_dce/rlp,cse_dce,rlp,measured,29,3,90,6.795921,289.463,1012.146,8.377223958,8462089,8456073,24,6722637,1739319,207621052,835712,44143493120,44163120760,0.719125875,0.699837917,1.753482417,2.057250417,0.422035834,1.048077959,0.096110581,5.280846627,5.376957208,719.125875,699.837917,0.004167,1753.482417,2057.250417,422.035834,0.023125,2.116542,1048.077959,0.003959,6701.978208,0.019996,93.942792,0.001,owner_state/results/collect-20260915T094023087152Z/090-measured-29-cse_dce-rlp.log,d30ee2899b4a216d8d4457081dfd1cccc8dd9c9e083c1ef92b53f29e895e1b71
cse_dce/rlp,cse_dce,rlp,measured,30,1,91,6.799942,292.863,998.456,8.37704575,8462089,8456073,24,6722637,1739319,207621052,835712,44136644608,44156337880,0.748857125,0.701857292,1.730703458,2.036468583,0.406374,1.081768583,0.093912959,5.255314624,5.349227583,748.857125,701.857292,0.004375,1730.703458,2036.468583,406.374,0.016084,2.304584,1081.768583,0.0045,6708.384584,0.026,91.557416,0.001,owner_state/results/collect-20260915T094023087152Z/091-measured-30-cse_dce-rlp.log,102caa3f14c3468f0aa878ec7209421bf539cf7acc73a220d0556ff4c293bd8e
cse_dce/direct,cse_dce,direct,measured,30,2,92,6.15911,146.65,513.934,7.001036333,7498510,7492965,23,5954835,1543542,182455228,834752,41411100672,41429350088,0.397396375,0.568554291,1.767474167,1.915004708,0.402452958,1.011471083,0.096756418,5.096402916,5.193159334,397.396375,568.554291,0.003958,1767.474167,1915.004708,402.452958,0.01675,2.208625,1011.471083,0.004291,6064.611667,0.024461,94.498333,0.001,owner_state/results/collect-20260915T094023087152Z/092-measured-30-cse_dce-direct.log,e509f6747a79b82821eefe01b7103b400f86c43cd714074b3ef5e562cb0e1329
cse_dce/ssz,cse_dce,ssz,measured,30,3,93,6.766244,293.371,1019.124,8.354162417,8482697,8476896,24,6592617,1889947,207621052,836384,44080840704,44100566768,0.70348825,0.714675542,1.74668825,2.055717084,0.382908917,1.067819,0.094946957,5.253133251,5.348080208,703.48825,714.675542,0.004,1746.68825,2055.717084,382.908917,0.020958,2.688583,1067.819,0.006833,6674.039083,0.021666,92.204917,0.001,owner_state/results/collect-20260915T094023087152Z/093-measured-30-cse_dce-ssz.log,4d5cd6cc0c3f97c145eb435d08e13f5972cc7db687826beb907fa26ab2c7305f
cse_dce/ssz,cse_dce,ssz,measured,31,1,94,6.709454,293.629,1014.226,8.285761625,8482697,8476896,24,6592617,1889947,207621052,836384,44085837824,44105547480,0.70900375,0.704401375,1.743876,2.038728375,0.391938209,1.02589925,0.095607041,5.200441834,5.296048875,709.00375,704.401375,0.004083,1743.876,2038.728375,391.938209,0.025208,2.085833,1025.89925,0.005875,6615.9895,0.021542,93.4645,0.001,owner_state/results/collect-20260915T094023087152Z/094-measured-31-cse_dce-ssz.log,b4bddae491d6f0787280592389029a656821a637220452ad362db0421ccfa69b
cse_dce/direct,cse_dce,direct,measured,31,2,95,6.152953,147.439,512.185,6.99556725,7498510,7492965,23,5954835,1543542,182455228,834752,41616179200,41634527064,0.407065084,0.572888292,1.729596291,1.900982375,0.418726875,1.0201745,0.103519583,5.069480041,5.172999624,407.065084,572.888292,0.003583,1729.596291,1900.982375,418.726875,0.017708,2.09275,1020.1745,0.004042,6051.571875,0.020375,101.381125,0.001,owner_state/results/collect-20260915T094023087152Z/095-measured-31-cse_dce-direct.log,aca616347a5374943c05c9a3f0e7ba05e871ba87e1731a74ca131e64b3a59a23
cse_dce/rlp,cse_dce,rlp,measured,31,3,96,6.801714,293.05,1005.93,8.383840083,8462089,8456073,24,6722637,1739319,207621052,835712,44139495424,44159188696,0.7064005,0.707857167,1.758440375,2.04336725,0.415078916,1.07440775,0.096162042,5.291294291,5.387456333,706.4005,707.857167,0.004125,1758.440375,2043.36725,415.078916,0.018125,2.266584,1074.40775,0.0045,6707.870166,0.024874,93.843834,0.001,owner_state/results/collect-20260915T094023087152Z/096-measured-31-cse_dce-rlp.log,c3a8ada2b6e52a63538d48a73a2b929d4742798c65a4dbd38b97d5fe280f8d44
cse_dce/direct,cse_dce,direct,measured,32,1,97,6.357984,149.995,511.212,7.206647375,7498510,7492965,23,5954835,1543542,182455228,834752,41414393856,41432692496,0.4120475,0.564852125,1.840050875,1.945378959,0.422267792,1.065443375,0.107943374,5.273141001,5.381084375,412.0475,564.852125,0.004209,1840.050875,1945.378959,422.267792,0.018542,2.086167,1065.443375,0.0045,6252.173583,0.019539,105.810417,0.001,owner_state/results/collect-20260915T094023087152Z/097-measured-32-cse_dce-direct.log,8979421ba506e2962d66d9c8cc10df0ceaed614047be97ac377b3c756e8b2277
cse_dce/ssz,cse_dce,ssz,measured,32,2,98,6.799878,291.92,1010.33,8.377878084,8482697,8476896,24,6592617,1889947,207621052,836384,44083003392,44102729456,0.713180708,0.704063375,1.7364035,2.038847916,0.419524041,1.09326825,0.09459021,5.288043707,5.382633917,713.180708,704.063375,0.004459,1736.4035,2038.847916,419.524041,0.014042,2.120459,1093.26825,0.004875,6707.452208,0.020583,92.425792,0.001,owner_state/results/collect-20260915T094023087152Z/098-measured-32-cse_dce-ssz.log,304393aede7c5bb90a56631ef3d592f649fbf7b63067b2af2b1e2f1ddc632c19
cse_dce/rlp,cse_dce,rlp,measured,32,3,99,6.735959,289.25,1002.586,8.296492166,8462089,8456073,24,6722637,1739319,207621052,835712,44139593728,44159188552,0.69916025,0.68299525,1.74446225,2.04838775,0.430867417,1.036148375,0.093937708,5.259865792,5.3538035,699.16025,682.99525,0.004666,1744.46225,2048.38775,430.867417,0.024375,2.292041,1036.148375,0.0045,6644.369,0.022126,91.59,0.001,owner_state/results/collect-20260915T094023087152Z/099-measured-32-cse_dce-rlp.log,7c2671c72f83f62a8df8ff61471e0a60eefc394322f2199bea8346c7070f2c05
cse_dce/direct,cse_dce,direct,measured,33,1,100,6.167814,147.403,506.109,7.010086583,7498510,7492965,23,5954835,1543542,182455228,834752,41415163904,41433462544,0.40308475,0.564056959,1.70995325,1.9059455,0.416534833,1.06416475,0.104073958,5.096598333,5.200672291,403.08475,564.056959,0.004084,1709.95325,1905.9455,416.534833,0.017959,2.036,1064.16475,0.00325,6065.822083,0.020748,101.991917,0.001,owner_state/results/collect-20260915T094023087152Z/100-measured-33-cse_dce-direct.log,4dd2612ef64ce6f4558a1016d2f155b696f9e250e6a4fc6cd5b62354d7569344
cse_dce/rlp,cse_dce,rlp,measured,33,2,101,6.784753,298.337,1006.589,8.377663084,8462089,8456073,24,6722637,1739319,207621052,835712,44139315200,44159008472,0.701763375,0.685280916,1.750819583,2.028900333,0.421792875,1.09589875,0.100297168,5.297411541,5.397708709,701.763375,685.280916,0.004542,1750.819583,2028.900333,421.792875,0.017125,2.058583,1095.89875,0.003958,6686.579542,0.039502,98.173458,0.001,owner_state/results/collect-20260915T094023087152Z/101-measured-33-cse_dce-rlp.log,2219732db735af5249446c8109686ad0b0b4c2602245850fd174dd212a48c725
cse_dce/ssz,cse_dce,ssz,measured,33,3,102,6.760564,287.087,1010.89,8.342857958,8482697,8476896,24,6592617,1889947,207621052,836384,43947032576,43966643808,0.695741916,0.68469875,1.718311166,2.069316833,0.412838958,1.0858395,0.093816877,5.286306457,5.380123334,695.741916,684.69875,0.00575,1718.311166,2069.316833,412.838958,0.015708,2.2835,1085.8395,0.004791,6669.082333,0.025461,91.481667,0.001,owner_state/results/collect-20260915T094023087152Z/102-measured-33-cse_dce-ssz.log,15110a8092ff8c0e6ab012768b7ef72192f95eae6987e22bc3268f155018dfe0
cse_dce/rlp,cse_dce,rlp,measured,34,1,103,6.798973,294.635,1001.943,8.382249375,8462089,8456073,24,6722637,1739319,207621052,835712,44140756992,44160351816,0.719345042,0.696230125,1.744482083,2.061311958,0.404455542,1.077854291,0.095293959,5.288103874,5.383397833,719.345042,696.230125,0.004666,1744.482083,2061.311958,404.455542,0.013833,2.136416,1077.854291,0.0055,6705.860125,0.020669,93.112875,0.001,owner_state/results/collect-20260915T094023087152Z/103-measured-34-cse_dce-rlp.log,dc777f06c969025866d9e51f88bc28f325a27875286ef56316a1ec93178415c5
cse_dce/direct,cse_dce,direct,measured,34,2,104,6.129747,148.481,507.247,6.981091833,7498510,7492965,23,5954835,1543542,182455228,834752,41417555968,41435871016,0.412762667,0.561177542,1.73250925,1.895134792,0.404443792,1.014146208,0.109572749,5.046234042,5.155806791,412.762667,561.177542,0.004292,1732.50925,1895.134792,404.443792,0.019917,2.0465,1014.146208,0.003583,6022.268833,0.02029,107.478167,0.001,owner_state/results/collect-20260915T094023087152Z/104-measured-34-cse_dce-direct.log,f387b7420930b9a8a10d826f01de03d13c3de68cd7ddad3e868a98c8167e648c
cse_dce/ssz,cse_dce,ssz,measured,34,3,105,6.803803,290.303,1006.485,8.369155541,8482697,8476896,24,6592617,1889947,207621052,836384,44082708480,44102418136,0.722963667,0.701688458,1.803369375,2.0648675,0.406750334,1.010274416,0.09388925,5.285261625,5.379150875,722.963667,701.688458,0.004583,1803.369375,2064.8675,406.750334,0.017125,2.023708,1010.274416,0.004084,6711.989084,0.025834,91.813916,0.001,owner_state/results/collect-20260915T094023087152Z/105-measured-34-cse_dce-ssz.log,4a420b2e4b1696d30f0b3c5b0fa7bee1ad0694439409ac96ed4861a02e0f5a4e
cse_dce/rlp,cse_dce,rlp,measured,35,1,106,6.702371,286.981,1006.26,8.267383416,8462089,8456073,24,6722637,1739319,207621052,835712,44142313472,44161990336,0.712519916,0.684358375,1.769917375,2.039058917,0.4006625,1.004476417,0.0913775,5.214115209,5.305492709,712.519916,684.358375,0.004209,1769.917375,2039.058917,400.6625,0.021708,2.195791,1004.476417,0.005208,6613.243292,0.022876,89.127708,0.001,owner_state/results/collect-20260915T094023087152Z/106-measured-35-cse_dce-rlp.log,4595c9c81586b24e3cf0974c708c68db419a185a35c625c7078e9f503cc460ba
cse_dce/ssz,cse_dce,ssz,measured,35,2,107,6.729433,289.07,998.868,8.288675208,8482697,8476896,24,6592617,1889947,207621052,836384,44083134464,44102860528,0.702171917,0.69519575,1.746454958,2.059229125,0.400086917,1.03187975,0.094414583,5.23765075,5.332065333,702.171917,695.19575,0.004208,1746.454958,2059.229125,400.086917,0.014667,2.22825,1031.87975,0.004666,6637.291208,0.021,92.141792,0.001,owner_state/results/collect-20260915T094023087152Z/107-measured-35-cse_dce-ssz.log,fade7418bad218c6110e76f413d1bb6b5542adeb365d578c479935943c14fab3
cse_dce/direct,cse_dce,direct,measured,35,3,108,6.16851,154.539,506.744,7.019934834,7498510,7492965,23,5954835,1543542,182455228,834752,41404121088,41422452544,0.394777,0.576934125,1.716811166,1.918752333,0.395271666,1.064055209,0.101908501,5.094890374,5.196798875,394.777,576.934125,0.004125,1716.811166,1918.752333,395.271666,0.0155,2.258708,1064.055209,0.004042,6068.903584,0.01971,99.606416,0.001,owner_state/results/collect-20260915T094023087152Z/108-measured-35-cse_dce-direct.log,672e7177672388fd342eda3c2775b3bba029528e6fc927dd367ff5e65e99e3f6
cse_dce/ssz,cse_dce,ssz,measured,36,1,109,6.736352,288.114,1015.359,8.311024041,8482697,8476896,24,6592617,1889947,207621052,836384,44083642368,44103352024,0.71827275,0.686221,1.734964,2.02362775,0.427279875,1.051202291,0.094784334,5.237073916,5.33185825,718.27275,686.221,0.004,1734.964,2023.62775,427.279875,0.018666,2.128375,1051.202291,0.005875,6643.748042,0.02346,92.603958,0.001,owner_state/results/collect-20260915T094023087152Z/109-measured-36-cse_dce-ssz.log,e89f4a1acd6c8b9238dd26e40ab0be7344db998aa0fbccc4f13c36662e1fd642
cse_dce/rlp,cse_dce,rlp,measured,36,2,110,6.811397,299.347,1013.018,8.425250834,8462089,8456073,24,6722637,1739319,207621052,835712,44139577344,44159237800,0.690087375,0.675144833,1.735514333,2.069599375,0.41182025,1.127192125,0.102038709,5.344126083,5.446164792,690.087375,675.144833,0.00425,1735.514333,2069.599375,411.82025,0.018041,2.219708,1127.192125,0.003666,6711.627208,0.023252,99.769792,0.001,owner_state/results/collect-20260915T094023087152Z/110-measured-36-cse_dce-rlp.log,0643706c9027752f8b0891ad6a46c82a272d82ef6939198929672fb5da8df4bd
cse_dce/direct,cse_dce,direct,measured,36,3,111,6.265031,147.687,517.912,7.122392917,7498510,7492965,23,5954835,1543542,182455228,834752,41417359360,41435608776,0.429717417,0.584941666,1.75048525,1.92147125,0.400982834,1.072708291,0.104724292,5.145647625,5.250371917,429.717417,584.941666,0.00425,1750.48525,1921.47125,400.982834,0.020542,2.263541,1072.708291,0.004042,6162.621542,0.022459,102.409458,0.001,owner_state/results/collect-20260915T094023087152Z/111-measured-36-cse_dce-direct.log,0bbd5e79e89a2be63e1374177a4a8d1802603a6bbb823c086913613903fc4a43
cse_dce/rlp,cse_dce,rlp,measured,37,1,112,6.869689,295.797,1020.656,8.459448625,8462089,8456073,24,6722637,1739319,207621052,835712,44142821376,44162514648,0.725449917,0.681593625,1.897715792,2.074114334,0.39311675,1.005507208,0.092191374,5.370454084,5.462645458,725.449917,681.593625,0.004208,1897.715792,2074.114334,393.11675,0.019792,2.076,1005.507208,0.00625,6779.624375,0.020499,90.064625,0.001,owner_state/results/collect-20260915T094023087152Z/112-measured-37-cse_dce-rlp.log,c0006bdba24076149eff38c11a398c83dd8afba87a29ff4cf85d2c3174755737
cse_dce/ssz,cse_dce,ssz,measured,37,2,113,6.77426,289.983,1009.436,8.356717625,8482697,8476896,24,6592617,1889947,207621052,836384,44085755904,44105465560,0.708115916,0.678696167,1.751323917,2.03707,0.434276416,1.062581125,0.102196459,5.285251458,5.387447917,708.115916,678.696167,0.004042,1751.323917,2037.07,434.276416,0.018292,2.378125,1062.581125,0.005583,6674.491667,0.022084,99.768333,0.001,owner_state/results/collect-20260915T094023087152Z/113-measured-37-cse_dce-ssz.log,71bd9ef0a5dfafd1c523f129cf8c8779056280c2550c9d8ecd2c90b3c318f27f
cse_dce/direct,cse_dce,direct,measured,37,3,114,6.392953,157.322,513.978,7.26161125,7498510,7492965,23,5954835,1543542,182455228,834752,41292627968,41310959424,0.411366041,0.601684458,1.825238125,1.962854458,0.419458541,1.061487583,0.110863794,5.269038707,5.379902501,411.366041,601.684458,0.004375,1825.238125,1962.854458,419.458541,0.020417,2.13675,1061.487583,0.005,6284.272375,0.016627,108.680625,0.001,owner_state/results/collect-20260915T094023087152Z/114-measured-37-cse_dce-direct.log,956eddbc5d5cc5bb1fc35731682b0b137e3afcf3aa2be0aba99818c224a5f915
cse_dce/ssz,cse_dce,ssz,measured,38,1,115,7.010395,298.017,1024.968,8.633935917,8482697,8476896,24,6592617,1889947,207621052,836384,44080873472,44100599536,0.796594542,0.701479125,1.789324,2.085217042,0.418562625,1.11739875,0.101818916,5.410502417,5.512321333,796.594542,701.479125,0.004625,1789.324,2085.217042,418.562625,0.018209,2.243167,1117.39875,0.006542,6910.874875,0.026248,99.520125,0.001,owner_state/results/collect-20260915T094023087152Z/115-measured-38-cse_dce-ssz.log,b6cc0979354d1a699cf0a0986ce5f58ad018a49fa9a40e7776b2e17bf3d9e7e8
cse_dce/rlp,cse_dce,rlp,measured,38,2,116,7.020137,301.692,1030.445,8.656599375,8462089,8456073,24,6722637,1739319,207621052,835712,44141051904,44160745176,0.785119833,0.70961225,1.79011125,2.06473375,0.438567458,1.128176334,0.103816125,5.421588792,5.525404917,785.119833,709.61225,0.004542,1790.11125,2064.73375,438.567458,0.01675,2.65075,1128.176334,0.009125,6919.025625,0.023583,101.111375,0.001,owner_state/results/collect-20260915T094023087152Z/116-measured-38-cse_dce-rlp.log,8203600648220f570384574af354571a210e1dd1fc452c2f578673ab42d07c65
cse_dce/direct,cse_dce,direct,measured,38,3,117,6.387792,152.252,520.73,7.26377175,7498510,7492965,23,5954835,1543542,182455228,834752,41413394432,41431676664,0.430544333,0.581708209,1.78447875,1.946667292,0.420926917,1.111491833,0.111974666,5.263564792,5.375539458,430.544333,581.708209,0.004334,1784.47875,1946.667292,420.926917,0.018542,2.098542,1111.491833,0.004541,6277.963833,0.02054,109.828167,0.001,owner_state/results/collect-20260915T094023087152Z/117-measured-38-cse_dce-direct.log,5f8c726f9afc705905f7855d8c3a21acf5e9ed92b777b3e0c958e9df9499372b
cse_dce/direct,cse_dce,direct,measured,39,1,118,6.296433,149.87,516.311,7.160500375,7498510,7492965,23,5954835,1543542,182455228,834752,41413492736,41431807784,0.431572042,0.580136667,1.76436675,1.915933791,0.4253685,1.066591042,0.112464208,5.172260083,5.284724291,431.572042,580.136667,0.00425,1764.36675,1915.933791,425.3685,0.019916,2.324417,1066.591042,0.005333,6186.344833,0.022125,110.088167,0.001,owner_state/results/collect-20260915T094023087152Z/118-measured-39-cse_dce-direct.log,3cf5040f633b6ad18ad78a57d99feae44b6d3bce6940f8760361be010a534e52
cse_dce/ssz,cse_dce,ssz,measured,39,2,119,7.059476,303.102,1027.276,8.687723625,8482697,8476896,24,6592617,1889947,207621052,836384,44082528256,44102237912,0.795979208,0.716616417,1.801558125,2.083286542,0.440215084,1.119149167,0.102671457,5.444208918,5.546880375,795.979208,716.616417,0.004541,1801.558125,2083.286542,440.215084,0.017542,2.263125,1119.149167,0.007,6959.120042,0.023291,100.355958,0.001,owner_state/results/collect-20260915T094023087152Z/119-measured-39-cse_dce-ssz.log,2fa367bef21b395ae0bd4c29fbe6287245a6e153be98cb8220cea7fe34ce785b
cse_dce/rlp,cse_dce,rlp,measured,39,3,120,6.986707,300.821,1029.533,8.611043625,8462089,8456073,24,6722637,1739319,207621052,835712,44146065408,44165742272,0.789486125,0.702610792,1.784866792,2.094977583,0.431325875,1.078595666,0.104844167,5.389765916,5.494610083,789.486125,702.610792,0.005166,1784.866792,2094.977583,431.325875,0.01975,2.416,1078.595666,0.008042,6884.337333,0.025542,102.369667,0.001,owner_state/results/collect-20260915T094023087152Z/120-measured-39-cse_dce-rlp.log,40833c13d6562fc055487ee236b200b2c01259dc7bcac588144e59f8ceabc583
cse_dce/rlp,cse_dce,rlp,measured,40,1,121,6.998453,302.572,1028.297,8.63382825,8462089,8456073,24,6722637,1739319,207621052,835712,44139577344,44159270616,0.7859275,0.710011,1.789280583,2.071961333,0.421204,1.113914667,0.106153917,5.396360583,5.5025145,785.9275,710.011,0.00575,1789.280583,2071.961333,421.204,0.031333,2.400416,1113.914667,0.0045,6894.762875,0.021793,103.690125,0.001,owner_state/results/collect-20260915T094023087152Z/121-measured-40-cse_dce-rlp.log,b380332d287ce8c6fb1bbe4f81f164794ef58abaf6ec139fb62e24c7fd032f4a
cse_dce/direct,cse_dce,direct,measured,40,2,122,6.384074,151.992,511.511,7.249711834,7498510,7492965,23,5954835,1543542,182455228,834752,41415983104,41434298152,0.431797583,0.582243583,1.816142,1.94036575,0.43013325,1.07181675,0.111575084,5.25845775,5.370032834,431.797583,582.243583,0.004417,1816.142,1940.36575,430.13325,0.023333,2.192458,1071.81675,0.005542,6274.750333,0.025667,109.323667,0.001,owner_state/results/collect-20260915T094023087152Z/122-measured-40-cse_dce-direct.log,1406039d00b728950d85fac16ab71ce086a4328d377a6964ef398dec714089f3
cse_dce/ssz,cse_dce,ssz,measured,40,3,123,7.000763,298.68,1026.761,8.624909666,8482697,8476896,24,6592617,1889947,207621052,836384,44085329920,44105023168,0.797144959,0.704693125,1.793068792,2.063497459,0.42128375,1.116249708,0.104825207,5.394099709,5.498924916,797.144959,704.693125,0.004833,1793.068792,2063.497459,421.28375,0.023125,2.283667,1116.249708,0.005916,6898.28,0.024666,102.483,0.001,owner_state/results/collect-20260915T094023087152Z/123-measured-40-cse_dce-ssz.log,4c11c980502d29c948686d65858336ffa94f49421b8d8c1e928900e419f30801
cse_dce/ssz,cse_dce,ssz,measured,41,1,124,7.093051,298.719,1027.319,8.716954917,8482697,8476896,24,6592617,1889947,207621052,836384,44081446912,44101140160,0.793431166,0.701992792,1.797181042,2.097395375,0.477716542,1.121943334,0.103390749,5.494236293,5.597627042,793.431166,701.992792,0.003917,1797.181042,2097.395375,477.716542,0.015542,2.187083,1121.943334,0.00625,6991.897417,0.024374,101.153583,0.001,owner_state/results/collect-20260915T094023087152Z/124-measured-41-cse_dce-ssz.log,c1f490c97b9bec5132a015c3b7f80ebcd5bef2f7b4754ecfffa8129c5af910fd
cse_dce/direct,cse_dce,direct,measured,41,2,125,6.428095,150.523,521.714,7.299473833,7498510,7492965,23,5954835,1543542,182455228,834752,41413558272,41431840504,0.430445708,0.580962041,1.816089166,1.933807667,0.428808875,1.126701292,0.111280251,5.305407,5.416687251,430.445708,580.962041,0.0045,1816.089166,1933.807667,428.808875,0.016917,2.267209,1126.701292,0.004416,6319.129333,0.021542,108.965667,0.001,owner_state/results/collect-20260915T094023087152Z/125-measured-41-cse_dce-direct.log,32c7460a655a43152cb03d69a9f7e0a55d716efb5ccbc4161c17df876f155f14
cse_dce/rlp,cse_dce,rlp,measured,41,3,126,7.05349,302.951,1033.017,8.685726917,8462089,8456073,24,6722637,1739319,207621052,835712,44237078528,44256837432,0.779610208,0.708976458,1.80892075,2.066994667,0.431243958,1.152069459,0.1056745,5.459228834,5.564903334,779.610208,708.976458,0.00425,1808.92075,2066.994667,431.243958,0.020708,2.161667,1152.069459,0.004166,6950.028167,0.021876,103.461833,0.001,owner_state/results/collect-20260915T094023087152Z/126-measured-41-cse_dce-rlp.log,c892104f5019437a0fe6aab05ae477470cb305007136c804f85415632c632523
cse_dce/direct,cse_dce,direct,measured,42,1,127,6.418149,152.489,521.922,7.292555209,7498510,7492965,23,5954835,1543542,182455228,834752,41413672960,41431955192,0.443047458,0.580384833,1.787454208,1.937903416,0.427786792,1.128500833,0.11307146,5.281645249,5.394716709,443.047458,580.384833,0.004666,1787.454208,1937.903416,427.786792,0.022458,2.2185,1128.500833,0.004333,6307.355083,0.027586,110.793917,0.001,owner_state/results/collect-20260915T094023087152Z/127-measured-42-cse_dce-direct.log,0d0a7cd7847ec56c7f08308c830fcb35ddb556ac9b1627db1bcd970eb754a21e
cse_dce/rlp,cse_dce,rlp,measured,42,2,128,7.051215,301.271,1028.207,8.684710875,8462089,8456073,24,6722637,1739319,207621052,835712,44137840640,44157517504,0.804174125,0.703540166,1.797434875,2.084665875,0.428350459,1.129675541,0.103373959,5.44012675,5.543500709,804.174125,703.540166,0.005042,1797.434875,2084.665875,428.350459,0.017792,2.169291,1129.675541,0.003959,6950.062,0.024875,101.153,0.001,owner_state/results/collect-20260915T094023087152Z/128-measured-42-cse_dce-rlp.log,c35948210fca1b27e793847f79485283071b15f685b6e31788e403b1e9e3d5ef
cse_dce/ssz,cse_dce,ssz,measured,42,3,129,7.048836,304.732,1030.425,8.686815916,8482697,8476896,24,6592617,1889947,207621052,836384,44085919744,44105596584,0.805140708,0.701382334,1.794199375,2.085839458,0.42580125,1.130748833,0.105724042,5.436588916,5.542312958,805.140708,701.382334,0.005542,1794.199375,2085.839458,425.80125,0.018292,2.276833,1130.748833,0.004208,6945.43975,0.022917,103.39625,0.001,owner_state/results/collect-20260915T094023087152Z/129-measured-42-cse_dce-ssz.log,272d064d89cd5bd3e8da724c72f61ed23132c347c3f93943642c4df81bee205c
cse_dce/ssz,cse_dce,ssz,measured,43,1,130,7.048887,301.225,1025.57,8.672882541,8482697,8476896,24,6592617,1889947,207621052,836384,44085084160,44104826632,0.798402334,0.704749333,1.824999709,2.080642667,0.418662792,1.116331875,0.10509829,5.440637043,5.545735333,798.402334,704.749333,0.004542,1824.999709,2080.642667,418.662792,0.02075,2.197542,1116.331875,0.003709,6946.04175,0.026497,102.84525,0.001,owner_state/results/collect-20260915T094023087152Z/130-measured-43-cse_dce-ssz.log,42e6ea1b5b9400a44b0fab958ede25a9b8601f818e5b0fdd873dbc2d22e8dc91
cse_dce/direct,cse_dce,direct,measured,43,2,131,6.392534,152.843,521.833,7.263987958,7498510,7492965,23,5954835,1543542,182455228,834752,41410707456,41428989688,0.432077333,0.580836792,1.800962625,1.9266535,0.428078959,1.107840167,0.116084624,5.263535251,5.379619875,432.077333,580.836792,0.004666,1800.962625,1926.6535,428.078959,0.017,2.16575,1107.840167,0.00425,6278.667167,0.026125,113.866833,0.001,owner_state/results/collect-20260915T094023087152Z/131-measured-43-cse_dce-direct.log,a073aaf3986bc10bcf08d9262539e60c3c06ee82f62c5622eed7313729e9bbd9
cse_dce/rlp,cse_dce,rlp,measured,43,3,132,7.047763,299.415,1026.65,8.670540125,8462089,8456073,24,6722637,1739319,207621052,835712,44234326016,44253970064,0.782353458,0.712518542,1.82137,2.089082,0.426517917,1.112471167,0.103449916,5.449441084,5.552891,782.353458,712.518542,0.0045,1821.37,2089.082,426.517917,0.020917,2.178791,1112.471167,0.004208,6946.547334,0.025834,101.215666,0.001,owner_state/results/collect-20260915T094023087152Z/132-measured-43-cse_dce-rlp.log,cf62c56a5bc9a44743e6614485cf5d6c3a41efb1e0db8bfcb44b4d6edaf8ef0c
cse_dce/ssz,cse_dce,ssz,measured,44,1,133,6.995458,297.167,1026.943,8.61864275,8482697,8476896,24,6592617,1889947,207621052,836384,44081790976,44101517040,0.7999275,0.703341042,1.77996825,2.081015625,0.42467225,1.100862834,0.105670499,5.386518959,5.492189458,799.9275,703.341042,0.004375,1779.96825,2081.015625,424.67225,0.0195,2.19675,1100.862834,0.005417,6892.039375,0.025832,103.418625,0.001,owner_state/results/collect-20260915T094023087152Z/133-measured-44-cse_dce-ssz.log,8972bd8929e389099b6fe4a36cac7cfad630309539f970ec8e801705cf7919cd
cse_dce/rlp,cse_dce,rlp,measured,44,2,134,7.146129,299.629,1031.967,8.777051792,8462089,8456073,24,6722637,1739319,207621052,835712,44139266048,44158828056,0.796925666,0.708667875,1.885754791,2.114976208,0.420463833,1.11598625,0.103354377,5.537181082,5.640535459,796.925666,708.667875,0.004708,1885.754791,2114.976208,420.463833,0.018917,2.181958,1115.98625,0.012709,7045.017125,0.02421,101.111875,0.001,owner_state/results/collect-20260915T094023087152Z/134-measured-44-cse_dce-rlp.log,6a232bdee128e7b874b30555baa66e81a163ab1fd9a8b40516a0408ea9405c33
