condition,kind,block,endpoint,recorded_utc,power_source,battery_percent,load_1m,load_5m,load_15m,record
cse_dce/ssz,measured,47,after,2026-09-15T10:00:20.240373+00:00,AC Power,88,9.22,8.97,7.53,owner_state/results/collect-20260915T094023087152Z/143-measured-47-cse_dce-ssz-after.json
cse_dce/direct,measured,47,before,2026-09-15T10:00:20.306701+00:00,AC Power,88,9.22,8.97,7.53,owner_state/results/collect-20260915T094023087152Z/144-measured-47-cse_dce-direct-before.json
cse_dce/direct,measured,47,after,2026-09-15T10:00:27.599978+00:00,AC Power,88,9.68,9.07,7.57,owner_state/results/collect-20260915T094023087152Z/144-measured-47-cse_dce-direct-after.json
cse_dce/direct,measured,48,before,2026-09-15T10:00:27.668292+00:00,AC Power,88,9.68,9.07,7.57,owner_state/results/collect-20260915T094023087152Z/145-measured-48-cse_dce-direct-before.json
cse_dce/direct,measured,48,after,2026-09-15T10:00:35.025623+00:00,AC Power,88,9.47,9.05,7.58,owner_state/results/collect-20260915T094023087152Z/145-measured-48-cse_dce-direct-after.json
cse_dce/ssz,measured,48,before,2026-09-15T10:00:35.090806+00:00,AC Power,88,9.47,9.05,7.58,owner_state/results/collect-20260915T094023087152Z/146-measured-48-cse_dce-ssz-before.json
cse_dce/ssz,measured,48,after,2026-09-15T10:00:43.782136+00:00,AC Power,88,9.11,8.99,7.57,owner_state/results/collect-20260915T094023087152Z/146-measured-48-cse_dce-ssz-after.json
cse_dce/rlp,measured,48,before,2026-09-15T10:00:43.847970+00:00,AC Power,88,9.11,8.99,7.57,owner_state/results/collect-20260915T094023087152Z/147-measured-48-cse_dce-rlp-before.json
cse_dce/rlp,measured,48,after,2026-09-15T10:00:52.531996+00:00,AC Power,88,9.28,9.02,7.6,owner_state/results/collect-20260915T094023087152Z/147-measured-48-cse_dce-rlp-after.json
cse_dce/rlp,measured,49,before,2026-09-15T10:00:52.600550+00:00,AC Power,88,9.28,9.02,7.6,owner_state/results/collect-20260915T094023087152Z/148-measured-49-cse_dce-rlp-before.json
cse_dce/rlp,measured,49,after,2026-09-15T10:01:01.406640+00:00,AC Power,88,9.13,9.0,7.61,owner_state/results/collect-20260915T094023087152Z/148-measured-49-cse_dce-rlp-after.json
cse_dce/direct,measured,49,before,2026-09-15T10:01:01.473643+00:00,AC Power,88,9.13,9.0,7.61,owner_state/results/collect-20260915T094023087152Z/149-measured-49-cse_dce-direct-before.json
cse_dce/direct,measured,49,after,2026-09-15T10:01:08.766678+00:00,AC Power,88,9.52,9.08,7.64,owner_state/results/collect-20260915T094023087152Z/149-measured-49-cse_dce-direct-after.json
cse_dce/ssz,measured,49,before,2026-09-15T10:01:08.834171+00:00,AC Power,88,9.52,9.08,7.64,owner_state/results/collect-20260915T094023087152Z/150-measured-49-cse_dce-ssz-before.json
cse_dce/ssz,measured,49,after,2026-09-15T10:01:17.461318+00:00,AC Power,88,9.16,9.02,7.64,owner_state/results/collect-20260915T094023087152Z/150-measured-49-cse_dce-ssz-after.json
cse_dce/ssz,measured,50,before,2026-09-15T10:01:17.528067+00:00,AC Power,88,9.16,9.02,7.64,owner_state/results/collect-20260915T094023087152Z/151-measured-50-cse_dce-ssz-before.json
cse_dce/ssz,measured,50,after,2026-09-15T10:01:26.243584+00:00,AC Power,88,9.18,9.03,7.66,owner_state/results/collect-20260915T094023087152Z/151-measured-50-cse_dce-ssz-after.json
cse_dce/rlp,measured,50,before,2026-09-15T10:01:26.309242+00:00,AC Power,88,9.18,9.03,7.66,owner_state/results/collect-20260915T094023087152Z/152-measured-50-cse_dce-rlp-before.json
cse_dce/rlp,measured,50,after,2026-09-15T10:01:35.031852+00:00,AC Power,88,9.11,9.03,7.67,owner_state/results/collect-20260915T094023087152Z/152-measured-50-cse_dce-rlp-after.json
cse_dce/direct,measured,50,before,2026-09-15T10:01:35.101253+00:00,AC Power,88,9.11,9.03,7.67,owner_state/results/collect-20260915T094023087152Z/153-measured-50-cse_dce-direct-before.json
cse_dce/direct,measured,50,after,2026-09-15T10:01:42.503274+00:00,AC Power,88,9.66,9.14,7.72,owner_state/results/collect-20260915T094023087152Z/153-measured-50-cse_dce-direct-after.json
cse_dce/ssz,measured,51,before,2026-09-15T10:01:42.572513+00:00,AC Power,88,9.66,9.14,7.72,owner_state/results/collect-20260915T094023087152Z/154-measured-51-cse_dce-ssz-before.json
cse_dce/ssz,measured,51,after,2026-09-15T10:01:51.287835+00:00,AC Power,88,9.6,9.15,7.74,owner_state/results/collect-20260915T094023087152Z/154-measured-51-cse_dce-ssz-after.json
cse_dce/direct,measured,51,before,2026-09-15T10:01:51.355616+00:00,AC Power,88,9.6,9.15,7.74,owner_state/results/collect-20260915T094023087152Z/155-measured-51-cse_dce-direct-before.json
cse_dce/direct,measured,51,after,2026-09-15T10:01:58.699015+00:00,AC Power,88,9.95,9.23,7.78,owner_state/results/collect-20260915T094023087152Z/155-measured-51-cse_dce-direct-after.json
cse_dce/rlp,measured,51,before,2026-09-15T10:01:58.766742+00:00,AC Power,88,9.95,9.23,7.78,owner_state/results/collect-20260915T094023087152Z/156-measured-51-cse_dce-rlp-before.json
cse_dce/rlp,measured,51,after,2026-09-15T10:02:07.489830+00:00,AC Power,88,9.76,9.21,7.79,owner_state/results/collect-20260915T094023087152Z/156-measured-51-cse_dce-rlp-after.json
cse_dce/rlp,measured,52,before,2026-09-15T10:02:07.557340+00:00,AC Power,88,9.76,9.21,7.79,owner_state/results/collect-20260915T094023087152Z/157-measured-52-cse_dce-rlp-before.json
cse_dce/rlp,measured,52,after,2026-09-15T10:02:16.301643+00:00,AC Power,88,9.77,9.23,7.81,owner_state/results/collect-20260915T094023087152Z/157-measured-52-cse_dce-rlp-after.json
cse_dce/ssz,measured,52,before,2026-09-15T10:02:16.368470+00:00,AC Power,88,9.77,9.23,7.81,owner_state/results/collect-20260915T094023087152Z/158-measured-52-cse_dce-ssz-before.json
cse_dce/ssz,measured,52,after,2026-09-15T10:02:25.214460+00:00,AC Power,88,9.78,9.26,7.84,owner_state/results/collect-20260915T094023087152Z/158-measured-52-cse_dce-ssz-after.json
cse_dce/direct,measured,52,before,2026-09-15T10:02:25.282871+00:00,AC Power,88,9.78,9.26,7.84,owner_state/results/collect-20260915T094023087152Z/159-measured-52-cse_dce-direct-before.json
cse_dce/direct,measured,52,after,2026-09-15T10:02:32.593817+00:00,AC Power,88,10.19,9.35,7.88,owner_state/results/collect-20260915T094023087152Z/159-measured-52-cse_dce-direct-after.json
cse_dce/direct,measured,53,before,2026-09-15T10:02:32.661299+00:00,AC Power,88,10.19,9.35,7.88,owner_state/results/collect-20260915T094023087152Z/160-measured-53-cse_dce-direct-before.json
cse_dce/direct,measured,53,after,2026-09-15T10:02:40.010798+00:00,AC Power,88,10.22,9.39,7.91,owner_state/results/collect-20260915T094023087152Z/160-measured-53-cse_dce-direct-after.json
cse_dce/ssz,measured,53,before,2026-09-15T10:02:40.079823+00:00,AC Power,88,10.22,9.39,7.91,owner_state/results/collect-20260915T094023087152Z/161-measured-53-cse_dce-ssz-before.json
cse_dce/ssz,measured,53,after,2026-09-15T10:02:48.834208+00:00,AC Power,88,9.88,9.33,7.9,owner_state/results/collect-20260915T094023087152Z/161-measured-53-cse_dce-ssz-after.json
cse_dce/rlp,measured,53,before,2026-09-15T10:02:48.899611+00:00,AC Power,88,9.88,9.33,7.9,owner_state/results/collect-20260915T094023087152Z/162-measured-53-cse_dce-rlp-before.json
cse_dce/rlp,measured,53,after,2026-09-15T10:02:57.637837+00:00,AC Power,88,10.01,9.37,7.93,owner_state/results/collect-20260915T094023087152Z/162-measured-53-cse_dce-rlp-after.json
cse_dce/direct,measured,54,before,2026-09-15T10:02:57.708153+00:00,AC Power,88,10.01,9.37,7.93,owner_state/results/collect-20260915T094023087152Z/163-measured-54-cse_dce-direct-before.json
cse_dce/direct,measured,54,after,2026-09-15T10:03:05.016344+00:00,AC Power,88,10.13,9.42,7.96,owner_state/results/collect-20260915T094023087152Z/163-measured-54-cse_dce-direct-after.json
cse_dce/rlp,measured,54,before,2026-09-15T10:03:05.086554+00:00,AC Power,88,10.13,9.42,7.96,owner_state/results/collect-20260915T094023087152Z/164-measured-54-cse_dce-rlp-before.json
cse_dce/rlp,measured,54,after,2026-09-15T10:03:13.804768+00:00,AC Power,88,9.88,9.38,7.96,owner_state/results/collect-20260915T094023087152Z/164-measured-54-cse_dce-rlp-after.json
cse_dce/ssz,measured,54,before,2026-09-15T10:03:13.874396+00:00,AC Power,88,9.88,9.38,7.96,owner_state/results/collect-20260915T094023087152Z/165-measured-54-cse_dce-ssz-before.json
cse_dce/ssz,measured,54,after,2026-09-15T10:03:22.532699+00:00,AC Power,88,9.93,9.4,7.98,owner_state/results/collect-20260915T094023087152Z/165-measured-54-cse_dce-ssz-after.json
cse_dce/rlp,measured,55,before,2026-09-15T10:03:22.603512+00:00,AC Power,88,9.93,9.4,7.98,owner_state/results/collect-20260915T094023087152Z/166-measured-55-cse_dce-rlp-before.json
cse_dce/rlp,measured,55,after,2026-09-15T10:03:31.305120+00:00,AC Power,88,9.9,9.42,8.0,owner_state/results/collect-20260915T094023087152Z/166-measured-55-cse_dce-rlp-after.json
cse_dce/direct,measured,55,before,2026-09-15T10:03:31.375988+00:00,AC Power,88,9.9,9.42,8.0,owner_state/results/collect-20260915T094023087152Z/167-measured-55-cse_dce-direct-before.json
cse_dce/direct,measured,55,after,2026-09-15T10:03:38.707132+00:00,AC Power,88,10.31,9.51,8.04,owner_state/results/collect-20260915T094023087152Z/167-measured-55-cse_dce-direct-after.json
cse_dce/ssz,measured,55,before,2026-09-15T10:03:38.777170+00:00,AC Power,88,10.31,9.51,8.04,owner_state/results/collect-20260915T094023087152Z/168-measured-55-cse_dce-ssz-before.json
cse_dce/ssz,measured,55,after,2026-09-15T10:03:47.556297+00:00,AC Power,88,9.42,9.35,8.0,owner_state/results/collect-20260915T094023087152Z/168-measured-55-cse_dce-ssz-after.json
cse_dce/direct,measured,56,before,2026-09-15T10:03:47.627043+00:00,AC Power,88,9.42,9.35,8.0,owner_state/results/collect-20260915T094023087152Z/169-measured-56-cse_dce-direct-before.json
cse_dce/direct,measured,56,after,2026-09-15T10:03:54.933004+00:00,AC Power,88,9.7,9.42,8.04,owner_state/results/collect-20260915T094023087152Z/169-measured-56-cse_dce-direct-after.json
cse_dce/rlp,measured,56,before,2026-09-15T10:03:55.002959+00:00,AC Power,88,9.7,9.42,8.04,owner_state/results/collect-20260915T094023087152Z/170-measured-56-cse_dce-rlp-before.json
cse_dce/rlp,measured,56,after,2026-09-15T10:04:03.723099+00:00,AC Power,88,10.12,9.51,8.08,owner_state/results/collect-20260915T094023087152Z/170-measured-56-cse_dce-rlp-after.json
cse_dce/ssz,measured,56,before,2026-09-15T10:04:03.796055+00:00,AC Power,88,10.12,9.51,8.08,owner_state/results/collect-20260915T094023087152Z/171-measured-56-cse_dce-ssz-before.json
cse_dce/ssz,measured,56,after,2026-09-15T10:04:12.531544+00:00,AC Power,88,9.03,9.29,8.02,owner_state/results/collect-20260915T094023087152Z/171-measured-56-cse_dce-ssz-after.json
cse_dce/ssz,measured,57,before,2026-09-15T10:04:12.601907+00:00,AC Power,88,9.03,9.29,8.02,owner_state/results/collect-20260915T094023087152Z/172-measured-57-cse_dce-ssz-before.json
cse_dce/ssz,measured,57,after,2026-09-15T10:04:21.302794+00:00,AC Power,88,9.24,9.33,8.05,owner_state/results/collect-20260915T094023087152Z/172-measured-57-cse_dce-ssz-after.json
cse_dce/direct,measured,57,before,2026-09-15T10:04:21.369334+00:00,AC Power,88,9.24,9.33,8.05,owner_state/results/collect-20260915T094023087152Z/173-measured-57-cse_dce-direct-before.json
cse_dce/direct,measured,57,after,2026-09-15T10:04:28.774322+00:00,AC Power,88,9.7,9.43,8.09,owner_state/results/collect-20260915T094023087152Z/173-measured-57-cse_dce-direct-after.json
cse_dce/rlp,measured,57,before,2026-09-15T10:04:28.840640+00:00,AC Power,88,9.7,9.43,8.09,owner_state/results/collect-20260915T094023087152Z/174-measured-57-cse_dce-rlp-before.json
cse_dce/rlp,measured,57,after,2026-09-15T10:04:37.592003+00:00,AC Power,88,8.73,9.23,8.04,owner_state/results/collect-20260915T094023087152Z/174-measured-57-cse_dce-rlp-after.json
cse_dce/ssz,measured,58,before,2026-09-15T10:04:37.664120+00:00,AC Power,88,8.73,9.23,8.04,owner_state/results/collect-20260915T094023087152Z/175-measured-58-cse_dce-ssz-before.json
cse_dce/ssz,measured,58,after,2026-09-15T10:04:46.454999+00:00,AC Power,88,7.78,9.01,7.97,owner_state/results/collect-20260915T094023087152Z/175-measured-58-cse_dce-ssz-after.json
cse_dce/rlp,measured,58,before,2026-09-15T10:04:46.523163+00:00,AC Power,88,7.78,9.01,7.97,owner_state/results/collect-20260915T094023087152Z/176-measured-58-cse_dce-rlp-before.json
cse_dce/rlp,measured,58,after,2026-09-15T10:04:55.197081+00:00,AC Power,88,7.71,8.96,7.97,owner_state/results/collect-20260915T094023087152Z/176-measured-58-cse_dce-rlp-after.json
cse_dce/direct,measured,58,before,2026-09-15T10:04:55.263850+00:00,AC Power,88,7.71,8.96,7.97,owner_state/results/collect-20260915T094023087152Z/177-measured-58-cse_dce-direct-before.json
cse_dce/direct,measured,58,after,2026-09-15T10:05:02.618049+00:00,AC Power,88,7.25,8.84,7.93,owner_state/results/collect-20260915T094023087152Z/177-measured-58-cse_dce-direct-after.json
cse_dce/direct,measured,59,before,2026-09-15T10:05:02.702480+00:00,AC Power,88,7.25,8.84,7.93,owner_state/results/collect-20260915T094023087152Z/178-measured-59-cse_dce-direct-before.json
cse_dce/direct,measured,59,after,2026-09-15T10:05:10.061666+00:00,AC Power,88,8.13,8.98,7.99,owner_state/results/collect-20260915T094023087152Z/178-measured-59-cse_dce-direct-after.json
cse_dce/ssz,measured,59,before,2026-09-15T10:05:10.130385+00:00,AC Power,88,8.13,8.98,7.99,owner_state/results/collect-20260915T094023087152Z/179-measured-59-cse_dce-ssz-before.json
cse_dce/ssz,measured,59,after,2026-09-15T10:05:18.856416+00:00,AC Power,88,8.84,9.11,8.04,owner_state/results/collect-20260915T094023087152Z/179-measured-59-cse_dce-ssz-after.json
cse_dce/rlp,measured,59,before,2026-09-15T10:05:18.926584+00:00,AC Power,88,8.84,9.11,8.04,owner_state/results/collect-20260915T094023087152Z/180-measured-59-cse_dce-rlp-before.json
cse_dce/rlp,measured,59,after,2026-09-15T10:05:27.678246+00:00,AC Power,88,8.59,9.04,8.03,owner_state/results/collect-20260915T094023087152Z/180-measured-59-cse_dce-rlp-after.json
cse_dce/rlp,measured,60,before,2026-09-15T10:05:27.746930+00:00,AC Power,88,8.59,9.04,8.03,owner_state/results/collect-20260915T094023087152Z/181-measured-60-cse_dce-rlp-before.json
cse_dce/rlp,measured,60,after,2026-09-15T10:05:36.593165+00:00,AC Power,88,8.05,8.91,7.99,owner_state/results/collect-20260915T094023087152Z/181-measured-60-cse_dce-rlp-after.json
cse_dce/ssz,measured,60,before,2026-09-15T10:05:36.660263+00:00,AC Power,88,8.05,8.91,7.99,owner_state/results/collect-20260915T094023087152Z/182-measured-60-cse_dce-ssz-before.json
cse_dce/ssz,measured,60,after,2026-09-15T10:05:45.383179+00:00,AC Power,88,9.57,9.21,8.11,owner_state/results/collect-20260915T094023087152Z/182-measured-60-cse_dce-ssz-after.json
cse_dce/direct,measured,60,before,2026-09-15T10:05:45.452320+00:00,AC Power,88,9.57,9.21,8.11,owner_state/results/collect-20260915T094023087152Z/183-measured-60-cse_dce-direct-before.json
cse_dce/direct,measured,60,after,2026-09-15T10:05:52.803011+00:00,AC Power,88,9.84,9.27,8.14,owner_state/results/collect-20260915T094023087152Z/183-measured-60-cse_dce-direct-after.json
cse_dce/rlp,measured,61,before,2026-09-15T10:05:52.871057+00:00,AC Power,88,9.84,9.27,8.14,owner_state/results/collect-20260915T094023087152Z/184-measured-61-cse_dce-rlp-before.json
cse_dce/rlp,measured,61,after,2026-09-15T10:06:01.636467+00:00,AC Power,88,8.86,9.08,8.08,owner_state/results/collect-20260915T094023087152Z/184-measured-61-cse_dce-rlp-after.json
cse_dce/ssz,measured,61,before,2026-09-15T10:06:01.704661+00:00,AC Power,88,8.86,9.08,8.08,owner_state/results/collect-20260915T094023087152Z/185-measured-61-cse_dce-ssz-before.json
cse_dce/ssz,measured,61,after,2026-09-15T10:06:10.456106+00:00,AC Power,88,9.65,9.24,8.15,owner_state/results/collect-20260915T094023087152Z/185-measured-61-cse_dce-ssz-after.json
cse_dce/direct,measured,61,before,2026-09-15T10:06:10.524315+00:00,AC Power,88,9.65,9.24,8.15,owner_state/results/collect-20260915T094023087152Z/186-measured-61-cse_dce-direct-before.json
cse_dce/direct,measured,61,after,2026-09-15T10:06:17.880124+00:00,AC Power,88,10.08,9.34,8.19,owner_state/results/collect-20260915T094023087152Z/186-measured-61-cse_dce-direct-after.json
cse_dce/ssz,measured,62,before,2026-09-15T10:06:17.946693+00:00,AC Power,88,10.08,9.34,8.19,owner_state/results/collect-20260915T094023087152Z/187-measured-62-cse_dce-ssz-before.json
cse_dce/ssz,measured,62,after,2026-09-15T10:06:26.796129+00:00,AC Power,88,9.39,9.21,8.16,owner_state/results/collect-20260915T094023087152Z/187-measured-62-cse_dce-ssz-after.json
cse_dce/rlp,measured,62,before,2026-09-15T10:06:26.869852+00:00,AC Power,88,9.39,9.21,8.16,owner_state/results/collect-20260915T094023087152Z/188-measured-62-cse_dce-rlp-before.json
cse_dce/rlp,measured,62,after,2026-09-15T10:06:35.613831+00:00,AC Power,88,10.25,9.4,8.24,owner_state/results/collect-20260915T094023087152Z/188-measured-62-cse_dce-rlp-after.json
cse_dce/direct,measured,62,before,2026-09-15T10:06:35.681885+00:00,AC Power,88,10.25,9.4,8.24,owner_state/results/collect-20260915T094023087152Z/189-measured-62-cse_dce-direct-before.json
cse_dce/direct,measured,62,after,2026-09-15T10:06:43.052526+00:00,AC Power,88,10.55,9.48,8.27,owner_state/results/collect-20260915T094023087152Z/189-measured-62-cse_dce-direct-after.json
cse_dce/rlp,measured,63,before,2026-09-15T10:06:43.119851+00:00,AC Power,88,10.55,9.48,8.27,owner_state/results/collect-20260915T094023087152Z/190-measured-63-cse_dce-rlp-before.json
cse_dce/rlp,measured,63,after,2026-09-15T10:06:51.871702+00:00,AC Power,88,9.54,9.3,8.22,owner_state/results/collect-20260915T094023087152Z/190-measured-63-cse_dce-rlp-after.json
cse_dce/direct,measured,63,before,2026-09-15T10:06:51.938859+00:00,AC Power,88,9.54,9.3,8.22,owner_state/results/collect-20260915T094023087152Z/191-measured-63-cse_dce-direct-before.json
cse_dce/direct,measured,63,after,2026-09-15T10:06:59.301298+00:00,AC Power,88,9.98,9.39,8.26,owner_state/results/collect-20260915T094023087152Z/191-measured-63-cse_dce-direct-after.json
cse_dce/ssz,measured,63,before,2026-09-15T10:06:59.368599+00:00,AC Power,88,9.98,9.39,8.26,owner_state/results/collect-20260915T094023087152Z/192-measured-63-cse_dce-ssz-before.json
cse_dce/ssz,measured,63,after,2026-09-15T10:07:08.087190+00:00,AC Power,88,9.05,9.21,8.21,owner_state/results/collect-20260915T094023087152Z/192-measured-63-cse_dce-ssz-after.json
cse_dce/direct,measured,64,before,2026-09-15T10:07:08.158030+00:00,AC Power,88,9.05,9.21,8.21,owner_state/results/collect-20260915T094023087152Z/193-measured-64-cse_dce-direct-before.json
cse_dce/direct,measured,64,after,2026-09-15T10:07:15.530611+00:00,AC Power,88,8.42,9.07,8.17,owner_state/results/collect-20260915T094023087152Z/193-measured-64-cse_dce-direct-after.json
cse_dce/ssz,measured,64,before,2026-09-15T10:07:15.597108+00:00,AC Power,88,8.42,9.07,8.17,owner_state/results/collect-20260915T094023087152Z/194-measured-64-cse_dce-ssz-before.json
cse_dce/ssz,measured,64,after,2026-09-15T10:07:24.359011+00:00,AC Power,88,8.78,9.14,8.2,owner_state/results/collect-20260915T094023087152Z/194-measured-64-cse_dce-ssz-after.json
cse_dce/rlp,measured,64,before,2026-09-15T10:07:24.430877+00:00,AC Power,88,8.78,9.14,8.2,owner_state/results/collect-20260915T094023087152Z/195-measured-64-cse_dce-rlp-before.json
cse_dce/rlp,measured,64,after,2026-09-15T10:07:33.206267+00:00,AC Power,88,9.24,9.22,8.24,owner_state/results/collect-20260915T094023087152Z/195-measured-64-cse_dce-rlp-after.json
cse_dce/ssz,measured,65,before,2026-09-15T10:07:33.272581+00:00,AC Power,88,9.24,9.22,8.24,owner_state/results/collect-20260915T094023087152Z/196-measured-65-cse_dce-ssz-before.json
cse_dce/ssz,measured,65,after,2026-09-15T10:07:42.030593+00:00,AC Power,88,8.58,9.08,8.2,owner_state/results/collect-20260915T094023087152Z/196-measured-65-cse_dce-ssz-after.json
cse_dce/direct,measured,65,before,2026-09-15T10:07:42.098919+00:00,AC Power,88,8.58,9.08,8.2,owner_state/results/collect-20260915T094023087152Z/197-measured-65-cse_dce-direct-before.json
cse_dce/direct,measured,65,after,2026-09-15T10:07:49.481587+00:00,AC Power,88,9.18,9.19,8.25,owner_state/results/collect-20260915T094023087152Z/197-measured-65-cse_dce-direct-after.json
cse_dce/rlp,measured,65,before,2026-09-15T10:07:49.549439+00:00,AC Power,88,8.76,9.1,8.22,owner_state/results/collect-20260915T094023087152Z/198-measured-65-cse_dce-rlp-before.json
cse_dce/rlp,measured,65,after,2026-09-15T10:07:58.400777+00:00,AC Power,88,9.18,9.19,8.26,owner_state/results/collect-20260915T094023087152Z/198-measured-65-cse_dce-rlp-after.json
cse_dce/direct,measured,66,before,2026-09-15T10:07:58.471715+00:00,AC Power,88,9.18,9.19,8.26,owner_state/results/collect-20260915T094023087152Z/199-measured-66-cse_dce-direct-before.json
cse_dce/direct,measured,66,after,2026-09-15T10:08:05.816484+00:00,AC Power,88,10.0,9.36,8.33,owner_state/results/collect-20260915T094023087152Z/199-measured-66-cse_dce-direct-after.json
cse_dce/rlp,measured,66,before,2026-09-15T10:08:05.885467+00:00,AC Power,88,10.0,9.36,8.33,owner_state/results/collect-20260915T094023087152Z/200-measured-66-cse_dce-rlp-before.json
cse_dce/rlp,measured,66,after,2026-09-15T10:08:14.619303+00:00,AC Power,88,9.88,9.36,8.34,owner_state/results/collect-20260915T094023087152Z/200-measured-66-cse_dce-rlp-after.json
cse_dce/ssz,measured,66,before,2026-09-15T10:08:14.688330+00:00,AC Power,88,9.88,9.36,8.34,owner_state/results/collect-20260915T094023087152Z/201-measured-66-cse_dce-ssz-before.json
cse_dce/ssz,measured,66,after,2026-09-15T10:08:23.458252+00:00,AC Power,88,9.33,9.26,8.31,owner_state/results/collect-20260915T094023087152Z/201-measured-66-cse_dce-ssz-after.json
cse_dce/rlp,measured,67,before,2026-09-15T10:08:23.525726+00:00,AC Power,88,9.33,9.26,8.31,owner_state/results/collect-20260915T094023087152Z/202-measured-67-cse_dce-rlp-before.json
cse_dce/rlp,measured,67,after,2026-09-15T10:08:32.242527+00:00,AC Power,88,8.35,9.05,8.25,owner_state/results/collect-20260915T094023087152Z/202-measured-67-cse_dce-rlp-after.json
cse_dce/direct,measured,67,before,2026-09-15T10:08:32.309713+00:00,AC Power,88,8.35,9.05,8.25,owner_state/results/collect-20260915T094023087152Z/203-measured-67-cse_dce-direct-before.json
cse_dce/direct,measured,67,after,2026-09-15T10:08:39.732221+00:00,AC Power,88,9.39,9.25,8.33,owner_state/results/collect-20260915T094023087152Z/203-measured-67-cse_dce-direct-after.json
cse_dce/ssz,measured,67,before,2026-09-15T10:08:39.800189+00:00,AC Power,88,9.39,9.25,8.33,owner_state/results/collect-20260915T094023087152Z/204-measured-67-cse_dce-ssz-before.json
cse_dce/ssz,measured,67,after,2026-09-15T10:08:48.496002+00:00,AC Power,88,9.76,9.33,8.36,owner_state/results/collect-20260915T094023087152Z/204-measured-67-cse_dce-ssz-after.json
cse_dce/direct,measured,68,before,2026-09-15T10:08:48.566115+00:00,AC Power,88,9.76,9.33,8.36,owner_state/results/collect-20260915T094023087152Z/205-measured-68-cse_dce-direct-before.json
cse_dce/direct,measured,68,after,2026-09-15T10:08:55.844137+00:00,AC Power,88,9.97,9.38,8.39,owner_state/results/collect-20260915T094023087152Z/205-measured-68-cse_dce-direct-after.json
cse_dce/rlp,measured,68,before,2026-09-15T10:08:55.910773+00:00,AC Power,88,9.97,9.38,8.39,owner_state/results/collect-20260915T094023087152Z/206-measured-68-cse_dce-rlp-before.json
cse_dce/rlp,measured,68,after,2026-09-15T10:09:04.692322+00:00,AC Power,88,10.19,9.45,8.43,owner_state/results/collect-20260915T094023087152Z/206-measured-68-cse_dce-rlp-after.json
cse_dce/ssz,measured,68,before,2026-09-15T10:09:04.759778+00:00,AC Power,88,10.19,9.45,8.43,owner_state/results/collect-20260915T094023087152Z/207-measured-68-cse_dce-ssz-before.json
cse_dce/ssz,measured,68,after,2026-09-15T10:09:13.511350+00:00,AC Power,88,12.25,9.89,8.59,owner_state/results/collect-20260915T094023087152Z/207-measured-68-cse_dce-ssz-after.json
cse_dce/rlp,measured,69,before,2026-09-15T10:09:13.580284+00:00,AC Power,88,12.25,9.89,8.59,owner_state/results/collect-20260915T094023087152Z/208-measured-69-cse_dce-rlp-before.json
cse_dce/rlp,measured,69,after,2026-09-15T10:09:22.364727+00:00,AC Power,88,10.98,9.7,8.53,owner_state/results/collect-20260915T094023087152Z/208-measured-69-cse_dce-rlp-after.json
cse_dce/ssz,measured,69,before,2026-09-15T10:09:22.435687+00:00,AC Power,88,10.98,9.7,8.53,owner_state/results/collect-20260915T094023087152Z/209-measured-69-cse_dce-ssz-before.json
cse_dce/ssz,measured,69,after,2026-09-15T10:09:31.144233+00:00,AC Power,88,11.01,9.74,8.56,owner_state/results/collect-20260915T094023087152Z/209-measured-69-cse_dce-ssz-after.json
cse_dce/direct,measured,69,before,2026-09-15T10:09:31.211843+00:00,AC Power,88,11.01,9.74,8.56,owner_state/results/collect-20260915T094023087152Z/210-measured-69-cse_dce-direct-before.json
cse_dce/direct,measured,69,after,2026-09-15T10:09:38.521985+00:00,AC Power,88,11.33,9.83,8.6,owner_state/results/collect-20260915T094023087152Z/210-measured-69-cse_dce-direct-after.json
cse_dce/ssz,measured,70,before,2026-09-15T10:09:38.595558+00:00,AC Power,88,11.33,9.83,8.6,owner_state/results/collect-20260915T094023087152Z/211-measured-70-cse_dce-ssz-before.json
cse_dce/ssz,measured,70,after,2026-09-15T10:09:47.307140+00:00,AC Power,88,10.13,9.62,8.54,owner_state/results/collect-20260915T094023087152Z/211-measured-70-cse_dce-ssz-after.json
cse_dce/direct,measured,70,before,2026-09-15T10:09:47.373883+00:00,AC Power,88,10.13,9.62,8.54,owner_state/results/collect-20260915T094023087152Z/212-measured-70-cse_dce-direct-before.json
cse_dce/direct,measured,70,after,2026-09-15T10:09:54.650185+00:00,AC Power,88,9.78,9.56,8.53,owner_state/results/collect-20260915T094023087152Z/212-measured-70-cse_dce-direct-after.json
cse_dce/rlp,measured,70,before,2026-09-15T10:09:54.719097+00:00,AC Power,88,9.78,9.56,8.53,owner_state/results/collect-20260915T094023087152Z/213-measured-70-cse_dce-rlp-before.json
cse_dce/rlp,measured,70,after,2026-09-15T10:10:03.563919+00:00,AC Power,88,9.79,9.57,8.54,owner_state/results/collect-20260915T094023087152Z/213-measured-70-cse_dce-rlp-after.json
cse_dce/direct,measured,71,before,2026-09-15T10:10:03.632247+00:00,AC Power,88,9.79,9.57,8.54,owner_state/results/collect-20260915T094023087152Z/214-measured-71-cse_dce-direct-before.json
cse_dce/direct,measured,71,after,2026-09-15T10:10:11.013921+00:00,AC Power,88,9.88,9.58,8.56,owner_state/results/collect-20260915T094023087152Z/214-measured-71-cse_dce-direct-after.json
